Counter[flat='139', number='21967531', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='6', number='21712947', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='66', number='21968442', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='106', number='21967200', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='60', number='21967979', date=null, t1=0.136, t2=0.000, t3=0.000, total=0.136]
Counter[flat='58', number='21967732', date=null, t1=0.850, t2=0.959, t3=1.091, total=2.900]
Counter[flat='62', number='21971329', date=null, t1=2.310, t2=0.000, t3=2.653, total=4.963]
Counter[flat='19', number='21967946', date=null, t1=2.330, t2=0.000, t3=4.040, total=6.370]
Counter[flat='108', number='21968246', date=null, t1=1.351, t2=0.000, t3=6.719, total=8.070]
Counter[flat='94', number='21967987', date=null, t1=6.686, t2=7.566, t3=8.779, total=23.031]
Counter[flat='100', number='21967497', date=null, t1=8.324, t2=3.286, t3=12.053, total=23.663]
Counter[flat='27', number='21666500', date=null, t1=8.575, t2=10.488, t3=11.062, total=30.125]
Counter[flat='5', number='21712960', date=null, t1=9.492, t2=10.406, t3=11.526, total=31.424]
Counter[flat='102', number='21968242', date=null, t1=12.286, t2=14.082, t3=15.774, total=42.142]
Counter[flat='69', number='21967567', date=null, t1=10.944, t2=15.161, t3=16.832, total=42.937]
Counter[flat='48', number='21968079', date=null, t1=15.276, t2=13.362, t3=17.409, total=46.047]
Counter[flat='68', number='21967522', date=null, t1=13.048, t2=16.923, t3=18.538, total=48.509]
Counter[flat='88', number='21967504', date=null, t1=15.990, t2=8.655, t3=27.821, total=52.466]
Counter[flat='45', number='21666907', date=null, t1=14.112, t2=17.432, t3=21.827, total=53.371]
Counter[flat='76', number='21968202', date=null, t1=17.017, t2=16.263, t3=24.694, total=57.974]
Counter[flat='17', number='21968056', date=null, t1=23.486, t2=16.319, t3=20.733, total=60.538]
Counter[flat='75', number='21968458', date=null, t1=25.171, t2=14.546, t3=23.430, total=63.147]
Counter[flat='20', number='21968040', date=null, t1=17.668, t2=23.372, t3=23.168, total=64.208]
Counter[flat='124', number='21949405', date=null, t1=21.947, t2=18.427, t3=24.330, total=64.704]
Counter[flat='89', number='21967810', date=null, t1=25.000, t2=20.000, t3=20.000, total=65.000]
Counter[flat='65', number='21968139', date=null, t1=22.187, t2=16.555, t3=26.346, total=65.088]
Counter[flat='41', number='21666577', date=null, t1=18.235, t2=18.612, t3=30.872, total=67.719]
Counter[flat='24', number='21968031', date=null, t1=21.876, t2=19.383, t3=28.095, total=69.354]
Counter[flat='116', number='21968082', date=null, t1=14.447, t2=25.093, t3=31.084, total=70.624]
Counter[flat='143', number='21967509', date=null, t1=23.215, t2=13.738, t3=34.811, total=71.764]
Counter[flat='99', number='21968207', date=null, t1=21.753, t2=15.352, t3=39.303, total=76.408]
Counter[flat='38', number='21666552', date=null, t1=26.646, t2=15.221, t3=34.863, total=76.730]
Counter[flat='110', number='21949389', date=null, t1=26.000, t2=16.606, t3=35.425, total=78.031]
Counter[flat='8', number='21967610', date=null, t1=21.260, t2=25.222, t3=33.463, total=79.945]
Counter[flat='43', number='21712964', date=null, t1=23.318, t2=28.111, t3=29.237, total=80.666]
Counter[flat='71', number='21967505', date=null, t1=22.814, t2=21.432, t3=39.582, total=83.828]
Counter[flat='140', number='21967475', date=null, t1=26.557, t2=18.515, t3=40.248, total=85.320]
Counter[flat='44', number='21967861', date=null, t1=26.219, t2=24.836, t3=38.983, total=90.038]
Counter[flat='97', number='21967959', date=null, t1=28.922, t2=27.750, t3=34.650, total=91.322]
Counter[flat='133', number='21967899', date=null, t1=30.518, t2=22.167, t3=39.880, total=92.565]
Counter[flat='3', number='21967585', date=null, t1=33.465, t2=20.585, t3=44.711, total=98.761]
Counter[flat='87', number='21967753', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='134', number='21967568', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='131', number='21968035', date=null, t1=29.311, t2=33.472, t3=38.066, total=100.849]
Counter[flat='84', number='21967477', date=null, t1=31.709, t2=26.351, t3=43.998, total=102.058]
Counter[flat='91', number='21968076', date=null, t1=28.914, t2=34.144, t3=39.689, total=102.747]
Counter[flat='118', number='21971416', date=null, t1=38.567, t2=24.959, t3=39.971, total=103.497]
Counter[flat='56', number='21968075', date=null, t1=28.551, t2=32.655, t3=42.296, total=103.502]
Counter[flat='136', number='21967551', date=null, t1=35.000, t2=35.000, t3=35.000, total=105.000]
Counter[flat='83', number='21968203', date=null, t1=29.870, t2=13.649, t3=64.512, total=108.031]
Counter[flat='23', number='21967854', date=null, t1=39.616, t2=14.469, t3=53.993, total=108.078]
Counter[flat='47', number='21967923', date=null, t1=43.819, t2=20.597, t3=46.091, total=110.507]
Counter[flat='103', number='21971417', date=null, t1=40.173, t2=24.012, t3=48.359, total=112.544]
Counter[flat='73', number='21967479', date=null, t1=40.616, t2=24.413, t3=48.953, total=113.982]
Counter[flat='15', number='21666510', date=null, t1=40.626, t2=32.675, t3=44.600, total=117.901]
Counter[flat='86', number='21967885', date=null, t1=37.223, t2=22.299, t3=59.343, total=118.865]
Counter[flat='105', number='21971386', date=null, t1=40.000, t2=25.000, t3=55.000, total=120.000]
Counter[flat='26', number='21666497', date=null, t1=59.296, t2=14.168, t3=47.424, total=120.888]
Counter[flat='98', number='21967964', date=null, t1=39.582, t2=30.683, t3=50.947, total=121.212]
Counter[flat='53', number='21666929', date=null, t1=48.175, t2=21.112, t3=52.585, total=121.872]
Counter[flat='51', number='21666920', date=null, t1=48.443, t2=19.108, t3=54.367, total=121.918]
Counter[flat='10', number='21967590', date=null, t1=40.856, t2=38.409, t3=43.310, total=122.575]
Counter[flat='29', number='21667085', date=null, t1=42.447, t2=15.081, t3=65.233, total=122.761]
Counter[flat='111', number='21949373', date=null, t1=50.365, t2=23.613, t3=48.859, total=122.837]
Counter[flat='70', number='21967516', date=null, t1=33.828, t2=38.441, t3=50.721, total=122.990]
Counter[flat='64', number='21968468', date=null, t1=40.475, t2=5.421, t3=77.195, total=123.091]
Counter[flat='81', number='21967486', date=null, t1=41.768, t2=26.529, t3=55.885, total=124.182]
Counter[flat='80', number='21967506', date=null, t1=50.880, t2=37.370, t3=36.994, total=125.244]
Counter[flat='122', number='21949370', date=null, t1=29.790, t2=46.664, t3=55.306, total=131.760]
Counter[flat='39', number='21666569', date=null, t1=63.133, t2=15.729, t3=53.319, total=132.181]
Counter[flat='119', number='21967973', date=null, t1=44.362, t2=36.619, t3=54.636, total=135.617]
Counter[flat='129', number='21967906', date=null, t1=54.567, t2=33.096, t3=49.264, total=136.927]
Counter[flat='59', number='21968016', date=null, t1=54.025, t2=27.049, t3=57.388, total=138.462]
Counter[flat='2', number='21949330', date=null, t1=52.353, t2=35.893, t3=54.927, total=143.173]
Counter[flat='35', number='21948913', date=null, t1=27.973, t2=63.695, t3=51.985, total=143.653]
Counter[flat='135', number='21967542', date=null, t1=44.168, t2=41.884, t3=57.627, total=143.679]
Counter[flat='34', number='21712954', date=null, t1=66.084, t2=27.822, t3=52.916, total=146.822]
Counter[flat='141', number='21967535', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='138', number='21967900', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='101', number='21967802', date=null, t1=61.939, t2=20.914, t3=70.873, total=153.726]
Counter[flat='42', number='21666910', date=null, t1=62.950, t2=22.164, t3=72.109, total=157.223]
Counter[flat='142', number='21968032', date=null, t1=42.717, t2=52.686, t3=62.226, total=157.629]
Counter[flat='30', number='21667094', date=null, t1=52.227, t2=32.131, t3=81.056, total=165.414]
Counter[flat='22', number='21968052', date=null, t1=69.903, t2=20.849, t3=76.688, total=167.440]
Counter[flat='130', number='21967952', date=null, t1=58.907, t2=57.314, t3=51.310, total=167.531]
Counter[flat='137', number='21967213', date=null, t1=55.356, t2=45.770, t3=68.111, total=169.237]
