Counter[flat='139', number='21967531', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='14', number='21967940', date=null, t1=28.403, t2=103.412, t3=38.197, total=170.012]
Counter[flat='79', number='21967555', date=null, t1=55.228, t2=34.607, t3=83.284, total=173.119]
Counter[flat='120', number='21967526', date=null, t1=51.251, t2=32.912, t3=90.802, total=174.965]
Counter[flat='115', number='21967511', date=null, t1=50.178, t2=49.164, t3=76.941, total=176.283]
Counter[flat='93', number='21967981', date=null, t1=68.897, t2=27.547, t3=80.462, total=176.906]
Counter[flat='104', number='21971388', date=null, t1=75.567, t2=27.587, t3=78.496, total=181.650]
Counter[flat='21', number='21968025', date=null, t1=66.402, t2=23.542, t3=94.673, total=184.617]
Counter[flat='32', number='21712993', date=null, t1=58.988, t2=37.909, t3=88.045, total=184.942]
Counter[flat='78', number='40628580', date=null, t1=162.111, t2=24.621, t3=0.000, total=186.732]
Counter[flat='117', number='21967206', date=null, t1=59.682, t2=31.997, t3=95.218, total=186.897]
Counter[flat='57', number='21967809', date=null, t1=60.509, t2=58.998, t3=68.184, total=187.691]
Counter[flat='144', number='21968041', date=null, t1=73.427, t2=33.964, t3=89.090, total=196.481]
Counter[flat='90', number='21968383', date=null, t1=74.170, t2=56.872, t3=72.635, total=203.677]
Counter[flat='54', number='21666917', date=null, t1=75.871, t2=27.324, t3=100.670, total=203.865]
Counter[flat='107', number='21971375', date=null, t1=40.662, t2=113.339, t3=50.185, total=204.186]
Counter[flat='33', number='21948916', date=null, t1=100.000, t2=30.000, t3=75.000, total=205.000]
Counter[flat='92', number='21967967', date=null, t1=59.343, t2=52.770, t3=94.173, total=206.286]
Counter[flat='67', number='21967528', date=null, t1=85.107, t2=32.563, t3=90.965, total=208.635]
Counter[flat='96', number='21968073', date=null, t1=71.464, t2=42.268, t3=100.834, total=214.566]
Counter[flat='109', number='21949350', date=null, t1=59.864, t2=77.516, t3=77.775, total=215.155]
Counter[flat='11', number='21949329', date=null, t1=51.065, t2=59.245, t3=108.580, total=218.890]
Counter[flat='82', number='21967513', date=null, t1=72.187, t2=29.847, t3=122.586, total=224.620]
Counter[flat='121', number='21971370', date=null, t1=78.385, t2=29.452, t3=122.622, total=230.459]
Counter[flat='123', number='21949395', date=null, t1=102.427, t2=34.685, t3=95.389, total=232.501]
Counter[flat='112', number='21971429', date=null, t1=83.197, t2=34.178, t3=121.163, total=238.538]
Counter[flat='4', number='21967572', date=null, t1=71.357, t2=85.016, t3=82.836, total=239.209]
Counter[flat='63', number='21968441', date=null, t1=101.538, t2=25.081, t3=116.051, total=242.670]
Counter[flat='12', number='21948923', date=null, t1=72.176, t2=67.843, t3=103.821, total=243.840]
Counter[flat='40', number='21666557', date=null, t1=135.000, t2=70.000, t3=52.219, total=257.219]
Counter[flat='46', number='21967731', date=null, t1=85.000, t2=75.000, t3=100.000, total=260.000]
Counter[flat='52', number='21666543', date=null, t1=92.047, t2=63.524, t3=113.749, total=269.320]
Counter[flat='95', number='21967997', date=null, t1=92.724, t2=66.250, t3=120.565, total=279.539]
Counter[flat='128', number='21968471', date=null, t1=85.296, t2=83.315, t3=117.682, total=286.293]
Counter[flat='18', number='21967958', date=null, t1=131.110, t2=49.939, t3=111.006, total=292.055]
Counter[flat='36', number='21712963', date=null, t1=102.642, t2=65.630, t3=133.940, total=302.212]
Counter[flat='72', number='21967501', date=null, t1=118.569, t2=46.146, t3=139.782, total=304.497]
Counter[flat='125', number='21949344', date=null, t1=115.543, t2=58.828, t3=130.650, total=305.021]
Counter[flat='9', number='21948896', date=null, t1=84.160, t2=129.608, t3=123.456, total=337.224]
Counter[flat='16', number='21666895', date=null, t1=127.735, t2=63.503, t3=148.244, total=339.482]
Counter[flat='61', number='21968453', date=null, t1=134.180, t2=37.545, t3=171.561, total=343.286]
Counter[flat='50', number='21666901', date=null, t1=93.702, t2=149.830, t3=123.652, total=367.184]
Counter[flat='55', number='21967879', date=null, t1=110.600, t2=117.746, t3=169.388, total=397.734]
Counter[flat='13', number='21967904', date=null, t1=162.714, t2=95.092, t3=159.047, total=416.853]
Counter[flat='113', number='21949380', date=null, t1=143.145, t2=130.699, t3=152.921, total=426.765]
Counter[flat='49', number='21666570', date=null, t1=150.398, t2=111.291, t3=178.628, total=440.317]
Counter[flat='114', number='21949338', date=null, t1=151.343, t2=81.239, t3=219.108, total=451.690]
Counter[flat='126', number='21949403', date=null, t1=167.862, t2=123.576, t3=211.891, total=503.329]
Counter[flat='132', number='21967848', date=null, t1=154.426, t2=175.490, t3=185.959, total=515.875]
Counter[flat='74', number='21968454', date=null, t1=164.143, t2=178.431, t3=221.528, total=564.102]
Counter[flat='77', number='21968450', date=null, t1=186.111, t2=222.863, t3=255.963, total=664.937]
Counter[flat='85', number='21967450', date=null, t1=242.968, t2=209.425, t3=312.214, total=764.607]
Counter[flat='1', number='21666896', date=null, t1=259.415, t2=191.211, t3=359.996, total=810.622]
Counter[flat='28', number='21666499', date=null, t1=261.324, t2=309.146, t3=319.779, total=890.249]
Counter[flat='31', number='21712977', date=null, t1=285.297, t2=269.296, t3=367.147, total=921.740]
Counter[flat='7', number='21712970', date=null, t1=348.011, t2=333.157, t3=462.248, total=1143.416]
Counter[flat='25', number='21667083', date=null, t1=343.477, t2=409.785, t3=395.055, total=1148.317]
Counter[flat='127', number='21967896', date=null, t1=369.381, t2=342.895, t3=466.532, total=1178.808]
Counter[flat='37', number='21666539', date=null, t1=518.362, t2=582.930, t3=663.966, total=1765.258]
