Counter[flat='139', number='21967531', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='83', number='21968203', date=null, t1=23.183, t2=14.038, t3=45.204, total=82.425]
Counter[flat='99', number='21968207', date=null, t1=27.060, t2=16.367, t3=39.304, total=82.731]
Counter[flat='32', number='21712993', date=null, t1=25.294, t2=24.836, t3=33.042, total=83.172]
Counter[flat='88', number='21967504', date=null, t1=30.718, t2=11.536, t3=41.169, total=83.423]
Counter[flat='3', number='21967585', date=null, t1=34.217, t2=18.426, t3=32.823, total=85.466]
Counter[flat='70', number='21967516', date=null, t1=19.622, t2=29.239, t3=37.542, total=86.403]
Counter[flat='27', number='21666500', date=null, t1=29.462, t2=14.302, t3=43.048, total=86.812]
Counter[flat='43', number='21712964', date=null, t1=27.227, t2=26.532, t3=33.078, total=86.837]
Counter[flat='20', number='21968040', date=null, t1=29.848, t2=23.679, t3=33.380, total=86.907]
Counter[flat='84', number='21967477', date=null, t1=27.357, t2=27.511, t3=32.246, total=87.114]
Counter[flat='133', number='21967899', date=null, t1=28.634, t2=24.072, t3=35.789, total=88.495]
Counter[flat='58', number='21967732', date=null, t1=22.579, t2=31.927, t3=34.394, total=88.900]
Counter[flat='53', number='21666929', date=null, t1=27.677, t2=22.420, t3=39.028, total=89.125]
Counter[flat='119', number='21967973', date=null, t1=29.214, t2=20.080, t3=40.249, total=89.543]
Counter[flat='44', number='21967861', date=null, t1=28.803, t2=24.838, t3=36.387, total=90.028]
Counter[flat='35', number='21948913', date=null, t1=15.596, t2=35.965, t3=39.107, total=90.668]
Counter[flat='131', number='21968035', date=null, t1=29.057, t2=29.653, t3=34.177, total=92.887]
Counter[flat='135', number='21967542', date=null, t1=27.704, t2=21.765, t3=43.506, total=92.975]
Counter[flat='87', number='21967753', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='134', number='21967568', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='56', number='21968075', date=null, t1=26.786, t2=30.606, t3=44.056, total=101.448]
Counter[flat='21', number='21968025', date=null, t1=28.328, t2=24.872, t3=48.721, total=101.921]
Counter[flat='91', number='21968076', date=null, t1=28.189, t2=31.793, t3=42.461, total=102.443]
Counter[flat='122', number='21949370', date=null, t1=31.993, t2=30.194, t3=40.373, total=102.560]
Counter[flat='50', number='21666901', date=null, t1=25.860, t2=28.751, t3=48.625, total=103.236]
Counter[flat='51', number='21666920', date=null, t1=46.547, t2=18.999, t3=38.040, total=103.586]
Counter[flat='62', number='21971329', date=null, t1=46.381, t2=18.089, t3=39.193, total=103.663]
Counter[flat='136', number='21967551', date=null, t1=35.000, t2=35.000, t3=35.000, total=105.000]
Counter[flat='86', number='21967885', date=null, t1=28.211, t2=21.755, t3=56.393, total=106.359]
Counter[flat='15', number='21666510', date=null, t1=39.394, t2=30.029, t3=38.299, total=107.722]
Counter[flat='59', number='21968016', date=null, t1=45.876, t2=19.373, t3=43.984, total=109.233]
Counter[flat='34', number='21712954', date=null, t1=53.369, t2=17.903, t3=39.282, total=110.554]
Counter[flat='23', number='21967854', date=null, t1=41.991, t2=13.819, t3=55.214, total=111.024]
Counter[flat='30', number='21667094', date=null, t1=45.368, t2=19.248, t3=47.966, total=112.582]
Counter[flat='47', number='21967923', date=null, t1=41.863, t2=24.143, t3=47.214, total=113.220]
Counter[flat='103', number='21971417', date=null, t1=41.799, t2=27.829, t3=44.976, total=114.604]
Counter[flat='80', number='21967506', date=null, t1=39.795, t2=30.811, t3=44.808, total=115.414]
Counter[flat='77', number='21968450', date=null, t1=27.250, t2=37.707, t3=51.334, total=116.291]
Counter[flat='26', number='21666497', date=null, t1=61.178, t2=16.163, t3=39.240, total=116.581]
Counter[flat='10', number='21967590', date=null, t1=37.333, t2=40.068, t3=41.567, total=118.968]
Counter[flat='105', number='21971386', date=null, t1=40.000, t2=25.000, t3=55.000, total=120.000]
Counter[flat='129', number='21967906', date=null, t1=42.175, t2=30.223, t3=49.945, total=122.343]
Counter[flat='142', number='21968032', date=null, t1=30.238, t2=48.128, t3=44.319, total=122.685]
Counter[flat='118', number='21971416', date=null, t1=39.393, t2=34.388, t3=52.129, total=125.910]
Counter[flat='98', number='21967964', date=null, t1=47.236, t2=30.251, t3=53.859, total=131.346]
Counter[flat='24', number='21968031', date=null, t1=39.163, t2=39.898, t3=52.559, total=131.620]
Counter[flat='39', number='21666569', date=null, t1=52.623, t2=18.196, t3=61.289, total=132.108]
Counter[flat='22', number='21968052', date=null, t1=51.545, t2=21.341, t3=60.328, total=133.214]
Counter[flat='123', number='21949395', date=null, t1=56.416, t2=26.553, t3=51.869, total=134.838]
Counter[flat='2', number='21949330', date=null, t1=45.220, t2=35.263, t3=54.757, total=135.240]
Counter[flat='109', number='21949350', date=null, t1=42.767, t2=45.357, t3=47.758, total=135.882]
Counter[flat='144', number='21968041', date=null, t1=54.131, t2=30.213, t3=54.959, total=139.303]
Counter[flat='73', number='21967479', date=null, t1=42.404, t2=52.482, t3=47.839, total=142.725]
Counter[flat='101', number='21967802', date=null, t1=56.678, t2=19.045, t3=70.384, total=146.107]
Counter[flat='141', number='21967535', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='138', number='21967900', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='92', number='21967967', date=null, t1=43.913, t2=32.737, t3=73.819, total=150.469]
Counter[flat='78', number='40628580', date=null, t1=125.696, t2=28.136, t3=0.000, total=153.832]
Counter[flat='115', number='21967511', date=null, t1=47.084, t2=37.070, t3=70.995, total=155.149]
Counter[flat='114', number='21949338', date=null, t1=54.419, t2=34.151, t3=66.618, total=155.188]
Counter[flat='42', number='21666910', date=null, t1=68.200, t2=23.327, t3=69.878, total=161.405]
Counter[flat='130', number='21967952', date=null, t1=60.520, t2=37.387, t3=66.315, total=164.222]
Counter[flat='79', number='21967555', date=null, t1=55.377, t2=32.941, t3=76.904, total=165.222]
Counter[flat='81', number='21967486', date=null, t1=44.409, t2=64.702, t3=58.657, total=167.768]
Counter[flat='90', number='21968383', date=null, t1=65.610, t2=35.315, t3=66.904, total=167.829]
Counter[flat='137', number='21967213', date=null, t1=45.997, t2=50.736, t3=71.169, total=167.902]
Counter[flat='11', number='21949329', date=null, t1=43.678, t2=55.244, t3=69.584, total=168.506]
Counter[flat='12', number='21948923', date=null, t1=51.743, t2=48.247, t3=68.708, total=168.698]
Counter[flat='117', number='21967206', date=null, t1=48.516, t2=38.317, t3=81.888, total=168.721]
Counter[flat='4', number='21967572', date=null, t1=44.164, t2=55.556, t3=71.774, total=171.494]
Counter[flat='54', number='21666917', date=null, t1=67.144, t2=26.529, t3=83.510, total=177.183]
Counter[flat='29', number='21667085', date=null, t1=62.365, t2=39.161, t3=82.292, total=183.818]
Counter[flat='93', number='21967981', date=null, t1=67.776, t2=38.668, t3=78.982, total=185.426]
Counter[flat='125', number='21949344', date=null, t1=71.381, t2=32.680, t3=84.322, total=188.383]
Counter[flat='57', number='21967809', date=null, t1=48.789, t2=68.266, t3=73.375, total=190.430]
Counter[flat='67', number='21967528', date=null, t1=82.450, t2=22.790, t3=86.751, total=191.991]
Counter[flat='104', number='21971388', date=null, t1=83.453, t2=33.281, t3=80.563, total=197.297]
Counter[flat='33', number='21948916', date=null, t1=100.000, t2=30.000, t3=75.000, total=205.000]
Counter[flat='121', number='21971370', date=null, t1=73.841, t2=33.272, t3=109.694, total=216.807]
Counter[flat='97', number='21967959', date=null, t1=71.478, t2=67.204, t3=80.260, total=218.942]
Counter[flat='63', number='21968441', date=null, t1=99.225, t2=27.894, t3=92.354, total=219.473]
Counter[flat='96', number='21968073', date=null, t1=93.441, t2=47.454, t3=80.891, total=221.786]
Counter[flat='120', number='21967526', date=null, t1=73.697, t2=33.067, t3=120.189, total=226.953]
Counter[flat='52', number='21666543', date=null, t1=65.341, t2=56.539, t3=110.647, total=232.527]
Counter[flat='82', number='21967513', date=null, t1=88.721, t2=31.044, t3=113.870, total=233.635]
Counter[flat='95', number='21967997', date=null, t1=91.841, t2=42.838, t3=99.896, total=234.575]
Counter[flat='9', number='21948896', date=null, t1=82.402, t2=58.009, t3=96.509, total=236.920]
Counter[flat='40', number='21666557', date=null, t1=135.000, t2=70.000, t3=40.018, total=245.018]
Counter[flat='46', number='21967731', date=null, t1=85.000, t2=75.000, t3=100.000, total=260.000]
Counter[flat='18', number='21967958', date=null, t1=100.000, t2=50.000, t3=110.000, total=260.000]
Counter[flat='112', number='21971429', date=null, t1=90.324, t2=43.289, t3=128.470, total=262.083]
Counter[flat='28', number='21666499', date=null, t1=77.356, t2=69.456, t3=115.731, total=262.543]
Counter[flat='36', number='21712963', date=null, t1=95.645, t2=59.431, t3=109.138, total=264.214]
Counter[flat='37', number='21666539', date=null, t1=76.992, t2=84.936, t3=104.724, total=266.652]
Counter[flat='16', number='21666895', date=null, t1=98.169, t2=39.334, t3=131.991, total=269.494]
Counter[flat='13', number='21967904', date=null, t1=107.163, t2=67.125, t3=99.044, total=273.332]
Counter[flat='55', number='21967879', date=null, t1=76.081, t2=84.188, t3=129.141, total=289.410]
Counter[flat='61', number='21968453', date=null, t1=107.168, t2=42.894, t3=142.247, total=292.309]
Counter[flat='128', number='21968471', date=null, t1=98.580, t2=65.487, t3=135.053, total=299.120]
Counter[flat='132', number='21967848', date=null, t1=97.626, t2=88.837, t3=132.343, total=318.806]
Counter[flat='126', number='21949403', date=null, t1=119.684, t2=75.570, t3=143.532, total=338.786]
Counter[flat='74', number='21968454', date=null, t1=102.113, t2=100.031, t3=140.039, total=342.183]
Counter[flat='113', number='21949380', date=null, t1=118.613, t2=121.449, t3=136.504, total=376.566]
Counter[flat='49', number='21666570', date=null, t1=159.840, t2=79.622, t3=194.728, total=434.190]
Counter[flat='7', number='21712970', date=null, t1=142.999, t2=106.143, t3=193.158, total=442.300]
Counter[flat='25', number='21667083', date=null, t1=190.744, t2=98.542, t3=203.746, total=493.032]
Counter[flat='31', number='21712977', date=null, t1=224.564, t2=220.453, t3=288.216, total=733.233]
Counter[flat='127', number='21967896', date=null, t1=220.294, t2=211.883, t3=306.343, total=738.520]
Counter[flat='85', number='21967450', date=null, t1=248.561, t2=200.085, t3=320.598, total=769.244]
Counter[flat='1', number='21666896', date=null, t1=254.719, t2=177.333, t3=380.778, total=812.830]
