Counter[flat='139', number='21967531', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='89', number='21967810', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='141', number='21967535', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='6', number='21712947', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='87', number='21967753', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='60', number='21967979', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='138', number='21967900', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='46', number='21967731', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='33', number='21948916', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='105', number='21971386', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='106', number='21967200', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='134', number='21967568', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='108', number='21968246', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='30', number='21667094', date=null, t1=0.006, t2=0.000, t3=0.007, total=0.013]
Counter[flat='66', number='21968442', date=null, t1=0.036, t2=0.000, t3=0.230, total=0.266]
Counter[flat='68', number='21967522', date=null, t1=1.640, t2=1.173, t3=2.222, total=5.035]
Counter[flat='111', number='21949373', date=null, t1=1.722, t2=1.954, t3=2.023, total=5.699]
Counter[flat='100', number='21967497', date=null, t1=2.156, t2=0.946, t3=3.359, total=6.461]
Counter[flat='62', number='21971329', date=null, t1=2.809, t2=2.244, t3=2.800, total=7.853]
Counter[flat='83', number='21968203', date=null, t1=3.107, t2=2.530, t3=3.620, total=9.257]
Counter[flat='102', number='21968242', date=null, t1=7.747, t2=8.883, t3=9.840, total=26.470]
Counter[flat='47', number='21967923', date=null, t1=9.600, t2=5.857, t3=11.234, total=26.691]
Counter[flat='5', number='21712960', date=null, t1=8.969, t2=10.309, t3=11.581, total=30.859]
Counter[flat='8', number='21967610', date=null, t1=11.268, t2=12.937, t3=13.823, total=38.028]
Counter[flat='58', number='21967732', date=null, t1=11.158, t2=12.763, t3=14.258, total=38.179]
Counter[flat='27', number='21666500', date=null, t1=11.544, t2=12.915, t3=14.714, total=39.173]
Counter[flat='69', number='21967567', date=null, t1=11.156, t2=14.155, t3=14.538, total=39.849]
Counter[flat='73', number='21967479', date=null, t1=11.976, t2=13.548, t3=15.502, total=41.026]
Counter[flat='45', number='21666907', date=null, t1=15.342, t2=18.249, t3=20.658, total=54.249]
Counter[flat='20', number='21968040', date=null, t1=17.449, t2=18.065, t3=19.964, total=55.478]
Counter[flat='65', number='21968139', date=null, t1=20.074, t2=16.460, t3=19.481, total=56.015]
Counter[flat='59', number='21968016', date=null, t1=19.679, t2=15.098, t3=22.103, total=56.880]
Counter[flat='84', number='21967477', date=null, t1=17.308, t2=18.874, t3=21.702, total=57.884]
Counter[flat='101', number='21967802', date=null, t1=19.408, t2=15.587, t3=23.409, total=58.404]
Counter[flat='75', number='21968458', date=null, t1=21.948, t2=14.128, t3=23.023, total=59.099]
Counter[flat='121', number='21971370', date=null, t1=18.094, t2=20.823, t3=23.505, total=62.422]
Counter[flat='99', number='21968207', date=null, t1=17.229, t2=18.634, t3=27.720, total=63.583]
Counter[flat='41', number='21666577', date=null, t1=17.322, t2=19.710, t3=30.020, total=67.052]
Counter[flat='17', number='21968056', date=null, t1=24.531, t2=21.386, t3=22.659, total=68.576]
Counter[flat='107', number='21971375', date=null, t1=20.856, t2=24.931, t3=25.874, total=71.661]
Counter[flat='91', number='21968076', date=null, t1=21.835, t2=23.845, t3=26.946, total=72.626]
Counter[flat='94', number='21967987', date=null, t1=25.109, t2=19.599, t3=28.595, total=73.303]
Counter[flat='122', number='21949370', date=null, t1=22.692, t2=21.527, t3=33.188, total=77.407]
Counter[flat='135', number='21967542', date=null, t1=25.169, t2=21.056, t3=32.207, total=78.432]
Counter[flat='70', number='21967516', date=null, t1=17.271, t2=26.938, t3=34.564, total=78.773]
Counter[flat='124', number='21949405', date=null, t1=23.019, t2=23.467, t3=32.385, total=78.871]
Counter[flat='11', number='21949329', date=null, t1=16.672, t2=32.137, t3=31.451, total=80.260]
Counter[flat='24', number='21968031', date=null, t1=25.645, t2=23.516, t3=31.781, total=80.942]
Counter[flat='110', number='21949389', date=null, t1=21.099, t2=16.854, t3=43.737, total=81.690]
Counter[flat='39', number='21666569', date=null, t1=36.431, t2=12.961, t3=32.433, total=81.825]
Counter[flat='71', number='21967505', date=null, t1=21.846, t2=20.564, t3=40.539, total=82.949]
Counter[flat='40', number='21666557', date=null, t1=21.969, t2=23.218, t3=37.795, total=82.982]
Counter[flat='14', number='21967940', date=null, t1=22.821, t2=21.700, t3=39.398, total=83.919]
Counter[flat='103', number='21971417', date=null, t1=33.373, t2=21.642, t3=33.649, total=88.664]
Counter[flat='35', number='21948913', date=null, t1=18.355, t2=37.696, t3=35.277, total=91.328]
Counter[flat='119', number='21967973', date=null, t1=27.226, t2=22.069, t3=43.713, total=93.008]
Counter[flat='116', number='21968082', date=null, t1=23.857, t2=26.596, t3=43.076, total=93.529]
Counter[flat='57', number='21967809', date=null, t1=29.436, t2=27.186, t3=40.551, total=97.173]
Counter[flat='56', number='21968075', date=null, t1=26.025, t2=28.779, t3=42.463, total=97.267]
Counter[flat='3', number='21967585', date=null, t1=35.827, t2=20.208, t3=41.596, total=97.631]
Counter[flat='88', number='21967504', date=null, t1=33.281, t2=17.531, t3=48.439, total=99.251]
Counter[flat='97', number='21967959', date=null, t1=32.371, t2=27.833, t3=40.299, total=100.503]
Counter[flat='43', number='21712964', date=null, t1=30.521, t2=42.218, t3=27.786, total=100.525]
Counter[flat='21', number='21968025', date=null, t1=37.279, t2=19.795, t3=44.544, total=101.618]
Counter[flat='48', number='21968079', date=null, t1=27.497, t2=41.671, t3=35.099, total=104.267]
Counter[flat='22', number='21968052', date=null, t1=39.944, t2=22.787, t3=41.745, total=104.476]
Counter[flat='131', number='21968035', date=null, t1=29.207, t2=35.769, t3=39.660, total=104.636]
Counter[flat='19', number='21967946', date=null, t1=38.572, t2=14.804, t3=55.023, total=108.399]
Counter[flat='142', number='21968032', date=null, t1=30.823, t2=28.513, t3=50.373, total=109.709]
Counter[flat='130', number='21967952', date=null, t1=36.475, t2=26.856, t3=48.937, total=112.268]
Counter[flat='93', number='21967981', date=null, t1=35.708, t2=27.019, t3=50.354, total=113.081]
Counter[flat='26', number='21666497', date=null, t1=61.044, t2=16.224, t3=38.414, total=115.682]
Counter[flat='50', number='21666901', date=null, t1=30.941, t2=33.246, t3=53.652, total=117.839]
Counter[flat='38', number='21666552', date=null, t1=37.310, t2=23.626, t3=58.125, total=119.061]
Counter[flat='86', number='21967885', date=null, t1=31.534, t2=38.032, t3=50.658, total=120.224]
Counter[flat='28', number='21666499', date=null, t1=48.200, t2=23.000, t3=49.793, total=120.993]
Counter[flat='34', number='21712954', date=null, t1=51.035, t2=28.121, t3=44.011, total=123.167]
Counter[flat='23', number='21967854', date=null, t1=54.887, t2=18.232, t3=50.828, total=123.947]
