Counter[flat='139', number='21967531', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='44', number='21967861', date=null, t1=33.759, t2=37.821, t3=54.318, total=125.898]
Counter[flat='132', number='21967848', date=null, t1=34.550, t2=41.397, t3=50.059, total=126.006]
Counter[flat='16', number='21666895', date=null, t1=43.453, t2=32.915, t3=52.582, total=128.950]
Counter[flat='77', number='21968450', date=null, t1=25.028, t2=41.670, t3=63.580, total=130.278]
Counter[flat='78', number='21971325', date=null, t1=116.120, t2=15.799, t3=0.000, total=131.919]
Counter[flat='143', number='21967509', date=null, t1=36.139, t2=33.580, t3=63.403, total=133.122]
Counter[flat='123', number='21949395', date=null, t1=48.999, t2=29.168, t3=55.785, total=133.952]
Counter[flat='136', number='21967551', date=null, t1=36.283, t2=32.824, t3=66.596, total=135.703]
Counter[flat='15', number='21666510', date=null, t1=50.849, t2=36.667, t3=50.935, total=138.451]
Counter[flat='54', number='21666917', date=null, t1=43.537, t2=30.912, t3=65.353, total=139.802]
Counter[flat='42', number='21666910', date=null, t1=42.085, t2=23.319, t3=75.944, total=141.348]
Counter[flat='109', number='21949350', date=null, t1=43.734, t2=42.201, t3=57.605, total=143.540]
Counter[flat='98', number='21967964', date=null, t1=41.935, t2=38.542, t3=63.925, total=144.402]
Counter[flat='92', number='21967967', date=null, t1=45.903, t2=42.526, t3=60.909, total=149.338]
Counter[flat='10', number='21967590', date=null, t1=48.244, t2=38.412, t3=63.388, total=150.044]
Counter[flat='129', number='21967906', date=null, t1=48.832, t2=40.406, t3=61.574, total=150.812]
Counter[flat='126', number='21949403', date=null, t1=52.615, t2=43.112, t3=61.614, total=157.341]
Counter[flat='51', number='21666920', date=null, t1=47.262, t2=51.580, t3=58.634, total=157.476]
Counter[flat='32', number='21712993', date=null, t1=54.708, t2=36.130, t3=75.175, total=166.013]
Counter[flat='76', number='21968202', date=null, t1=51.651, t2=27.225, t3=91.198, total=170.074]
Counter[flat='115', number='21967511', date=null, t1=52.208, t2=41.023, t3=77.169, total=170.400]
Counter[flat='53', number='21666929', date=null, t1=71.830, t2=34.777, t3=63.886, total=170.493]
Counter[flat='113', number='21949380', date=null, t1=63.944, t2=50.509, t3=57.906, total=172.359]
Counter[flat='112', number='21971429', date=null, t1=60.212, t2=25.575, t3=87.368, total=173.155]
Counter[flat='80', number='21967506', date=null, t1=84.647, t2=40.394, t3=49.561, total=174.602]
Counter[flat='114', number='21949338', date=null, t1=65.001, t2=42.738, t3=68.338, total=176.077]
Counter[flat='4', number='21967572', date=null, t1=45.105, t2=66.909, t3=64.955, total=176.969]
Counter[flat='29', number='21667085', date=null, t1=61.272, t2=48.469, t3=67.335, total=177.076]
Counter[flat='120', number='21967526', date=null, t1=46.778, t2=38.303, t3=93.926, total=179.007]
Counter[flat='37', number='21666539', date=null, t1=53.996, t2=62.206, t3=66.401, total=182.603]
Counter[flat='140', number='21967475', date=null, t1=60.168, t2=50.681, t3=72.395, total=183.244]
Counter[flat='144', number='21968041', date=null, t1=72.198, t2=39.826, t3=80.975, total=192.999]
Counter[flat='67', number='21967528', date=null, t1=59.429, t2=51.156, t3=82.719, total=193.304]
Counter[flat='137', number='21967213', date=null, t1=51.648, t2=64.909, t3=81.907, total=198.464]
Counter[flat='82', number='21967513', date=null, t1=63.542, t2=30.907, t3=104.627, total=199.076]
Counter[flat='72', number='21967501', date=null, t1=74.185, t2=37.439, t3=89.091, total=200.715]
Counter[flat='118', number='21971416', date=null, t1=61.069, t2=61.373, t3=80.443, total=202.885]
Counter[flat='95', number='21967997', date=null, t1=76.600, t2=39.627, t3=94.001, total=210.228]
Counter[flat='104', number='21971388', date=null, t1=80.656, t2=34.156, t3=97.468, total=212.280]
Counter[flat='64', number='21968468', date=null, t1=66.986, t2=49.232, t3=101.518, total=217.736]
Counter[flat='63', number='21968441', date=null, t1=90.631, t2=38.976, t3=89.586, total=219.193]
Counter[flat='96', number='21968073', date=null, t1=68.396, t2=59.865, t3=91.198, total=219.459]
Counter[flat='117', number='21967206', date=null, t1=61.559, t2=53.913, t3=104.355, total=219.827]
Counter[flat='90', number='21968383', date=null, t1=70.660, t2=73.156, t3=97.689, total=241.505]
Counter[flat='133', number='21967899', date=null, t1=80.756, t2=67.968, t3=101.682, total=250.406]
Counter[flat='79', number='21967555', date=null, t1=75.856, t2=63.166, t3=111.938, total=250.960]
Counter[flat='12', number='21948923', date=null, t1=84.257, t2=82.867, t3=93.095, total=260.219]
Counter[flat='52', number='21666543', date=null, t1=75.503, t2=70.825, t3=116.357, total=262.685]
Counter[flat='74', number='21968454', date=null, t1=67.724, t2=87.744, t3=107.900, total=263.368]
Counter[flat='18', number='21967958', date=null, t1=85.179, t2=66.412, t3=115.464, total=267.055]
Counter[flat='36', number='21712963', date=null, t1=89.195, t2=59.255, t3=119.800, total=268.250]
Counter[flat='81', number='21967486', date=null, t1=77.261, t2=112.050, t3=86.329, total=275.640]
Counter[flat='61', number='21968453', date=null, t1=84.808, t2=46.635, t3=145.722, total=277.165]
Counter[flat='2', number='21949330', date=null, t1=84.898, t2=82.652, t3=112.386, total=279.936]
Counter[flat='128', number='21968471', date=null, t1=91.106, t2=76.590, t3=120.640, total=288.336]
Counter[flat='9', number='21948896', date=null, t1=85.126, t2=91.317, t3=119.206, total=295.649]
Counter[flat='55', number='21967879', date=null, t1=97.319, t2=76.906, t3=128.725, total=302.950]
Counter[flat='125', number='21949344', date=null, t1=114.121, t2=83.819, t3=118.871, total=316.811]
Counter[flat='49', number='21666570', date=null, t1=109.505, t2=103.507, t3=157.428, total=370.440]
Counter[flat='13', number='21967904', date=null, t1=141.555, t2=143.521, t3=144.730, total=429.806]
Counter[flat='7', number='21712970', date=null, t1=144.167, t2=92.451, t3=200.978, total=437.596]
Counter[flat='25', number='21667083', date=null, t1=203.651, t2=136.945, t3=238.604, total=579.200]
Counter[flat='31', number='21712977', date=null, t1=192.846, t2=180.944, t3=235.780, total=609.570]
Counter[flat='127', number='21967896', date=null, t1=183.942, t2=168.918, t3=280.849, total=633.709]
Counter[flat='1', number='21666896', date=null, t1=223.676, t2=160.106, t3=347.322, total=731.104]
Counter[flat='85', number='21967450', date=null, t1=274.103, t2=242.671, t3=368.268, total=885.042]
