Counter[flat='76', number='21968202', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='41', number='21666577', date=null, t1=30.552, t2=11.984, t3=20.432, total=62.968]
Counter[flat='89', number='21967810', date=null, t1=25.000, t2=20.000, t3=20.000, total=65.000]
Counter[flat='5', number='21712960', date=null, t1=21.895, t2=13.287, t3=35.527, total=70.709]
Counter[flat='42', number='21666910', date=null, t1=29.667, t2=17.179, t3=25.320, total=72.166]
Counter[flat='38', number='21666552', date=null, t1=24.455, t2=13.413, t3=35.751, total=73.619]
Counter[flat='93', number='21967981', date=null, t1=22.303, t2=13.448, t3=38.636, total=74.387]
Counter[flat='140', number='21967475', date=null, t1=22.716, t2=19.923, t3=31.891, total=74.530]
Counter[flat='53', number='21666929', date=null, t1=35.274, t2=14.196, t3=25.124, total=74.594]
Counter[flat='14', number='21967940', date=null, t1=20.000, t2=30.000, t3=25.000, total=75.000]
Counter[flat='21', number='21968025', date=null, t1=26.633, t2=13.513, t3=36.150, total=76.296]
Counter[flat='43', number='21712964', date=null, t1=22.134, t2=25.596, t3=29.246, total=76.976]
Counter[flat='70', number='21967516', date=null, t1=26.129, t2=26.051, t3=34.371, total=86.551]
Counter[flat='110', number='21949389', date=null, t1=33.486, t2=18.845, t3=34.702, total=87.033]
Counter[flat='71', number='21967505', date=null, t1=24.479, t2=21.569, t3=42.576, total=88.624]
Counter[flat='80', number='21967506', date=null, t1=32.818, t2=25.532, t3=30.779, total=89.129]
Counter[flat='35', number='21948913', date=null, t1=27.028, t2=30.308, t3=34.026, total=91.362]
Counter[flat='88', number='21967504', date=null, t1=39.387, t2=10.949, t3=43.211, total=93.547]
Counter[flat='131', number='21968035', date=null, t1=30.826, t2=24.019, t3=39.422, total=94.267]
Counter[flat='94', number='21967987', date=null, t1=33.834, t2=14.831, t3=45.950, total=94.615]
Counter[flat='3', number='21967585', date=null, t1=36.520, t2=20.084, t3=38.874, total=95.478]
Counter[flat='51', number='21666920', date=null, t1=41.889, t2=16.479, t3=37.289, total=95.657]
Counter[flat='20', number='21968040', date=null, t1=31.296, t2=26.847, t3=37.803, total=95.946]
Counter[flat='122', number='21949370', date=null, t1=28.319, t2=23.665, t3=44.051, total=96.035]
Counter[flat='83', number='21968203', date=null, t1=52.157, t2=14.597, t3=30.573, total=97.327]
Counter[flat='99', number='21968207', date=null, t1=37.502, t2=15.003, t3=45.066, total=97.571]
Counter[flat='133', number='21967899', date=null, t1=31.684, t2=25.067, t3=42.006, total=98.757]
Counter[flat='103', number='21971417', date=null, t1=35.520, t2=22.627, t3=41.200, total=99.347]
Counter[flat='86', number='21967885', date=null, t1=25.000, t2=25.000, t3=50.000, total=100.000]
Counter[flat='87', number='21967753', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='134', number='21967568', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='23', number='21967854', date=null, t1=43.376, t2=11.436, t3=45.302, total=100.114]
Counter[flat='2', number='21949330', date=null, t1=31.029, t2=28.397, t3=42.705, total=102.131]
Counter[flat='119', number='21967973', date=null, t1=33.166, t2=26.108, t3=42.980, total=102.254]
Counter[flat='90', number='21968383', date=null, t1=36.564, t2=29.689, t3=37.204, total=103.457]
Counter[flat='136', number='21967551', date=null, t1=35.000, t2=35.000, t3=35.000, total=105.000]
Counter[flat='81', number='21967486', date=null, t1=38.401, t2=22.717, t3=45.884, total=107.002]
Counter[flat='64', number='21968468', date=null, t1=44.608, t2=19.774, t3=44.370, total=108.752]
Counter[flat='15', number='21666510', date=null, t1=38.164, t2=22.204, t3=50.374, total=110.742]
Counter[flat='26', number='21666497', date=null, t1=51.670, t2=19.104, t3=40.042, total=110.816]
Counter[flat='50', number='21666901', date=null, t1=31.755, t2=25.416, t3=54.212, total=111.383]
Counter[flat='101', number='21967802', date=null, t1=44.115, t2=21.958, t3=45.658, total=111.731]
Counter[flat='59', number='21968016', date=null, t1=51.513, t2=19.611, t3=45.406, total=116.530]
Counter[flat='139', number='21967531', date=null, t1=37.626, t2=34.386, t3=45.074, total=117.086]
Counter[flat='105', number='21971386', date=null, t1=40.000, t2=25.000, t3=55.000, total=120.000]
Counter[flat='129', number='21967906', date=null, t1=48.398, t2=31.006, t3=43.624, total=123.028]
Counter[flat='137', number='21967213', date=null, t1=30.779, t2=36.637, t3=55.697, total=123.113]
Counter[flat='102', number='21968242', date=null, t1=38.625, t2=40.260, t3=44.413, total=123.298]
Counter[flat='29', number='21667085', date=null, t1=38.878, t2=29.968, t3=54.662, total=123.508]
Counter[flat='22', number='21968052', date=null, t1=51.858, t2=22.579, t3=49.447, total=123.884]
Counter[flat='84', number='21967477', date=null, t1=34.383, t2=26.541, t3=65.812, total=126.736]
Counter[flat='56', number='21968075', date=null, t1=40.948, t2=34.026, t3=55.966, total=130.940]
Counter[flat='98', number='21967964', date=null, t1=42.917, t2=26.908, t3=62.761, total=132.586]
Counter[flat='92', number='21967967', date=null, t1=42.071, t2=37.738, t3=54.344, total=134.153]
Counter[flat='109', number='21949350', date=null, t1=45.213, t2=37.697, t3=59.271, total=142.181]
Counter[flat='57', number='21967809', date=null, t1=39.245, t2=47.456, t3=56.085, total=142.786]
Counter[flat='69', number='21967567', date=null, t1=51.792, t2=16.126, t3=77.003, total=144.921]
Counter[flat='47', number='21967923', date=null, t1=54.502, t2=19.814, t3=71.059, total=145.375]
Counter[flat='130', number='21967952', date=null, t1=51.400, t2=37.782, t3=60.809, total=149.991]
Counter[flat='138', number='21967900', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='8', number='21967610', date=null, t1=56.940, t2=24.172, t3=69.875, total=150.987]
Counter[flat='125', number='21949344', date=null, t1=67.976, t2=31.056, t3=53.203, total=152.235]
Counter[flat='60', number='21967979', date=null, t1=44.369, t2=42.585, t3=65.824, total=152.778]
Counter[flat='11', number='21949329', date=null, t1=40.873, t2=47.514, t3=64.686, total=153.073]
Counter[flat='142', number='21968032', date=null, t1=43.514, t2=38.584, t3=73.244, total=155.342]
Counter[flat='115', number='21967511', date=null, t1=51.743, t2=36.883, t3=70.015, total=158.641]
Counter[flat='97', number='21967959', date=null, t1=46.033, t2=55.861, t3=58.962, total=160.856]
Counter[flat='117', number='21967206', date=null, t1=58.282, t2=27.875, t3=75.443, total=161.600]
Counter[flat='62', number='21971329', date=null, t1=92.297, t2=30.265, t3=44.346, total=166.908]
Counter[flat='114', number='21949338', date=null, t1=68.019, t2=29.180, t3=71.182, total=168.381]
Counter[flat='48', number='21968079', date=null, t1=65.130, t2=22.753, t3=87.891, total=175.774]
Counter[flat='118', number='21971416', date=null, t1=61.481, t2=46.161, t3=70.008, total=177.650]
Counter[flat='120', number='21967526', date=null, t1=58.499, t2=32.150, t3=89.135, total=179.784]
Counter[flat='104', number='21971388', date=null, t1=72.908, t2=29.550, t3=77.981, total=180.439]
Counter[flat='67', number='21967528', date=null, t1=78.841, t2=22.725, t3=90.560, total=192.126]
Counter[flat='123', number='21949395', date=null, t1=73.567, t2=45.484, t3=78.507, total=197.558]
Counter[flat='54', number='21666917', date=null, t1=91.990, t2=28.541, t3=78.087, total=198.618]
Counter[flat='10', number='21967590', date=null, t1=50.000, t2=50.000, t3=100.000, total=200.000]
Counter[flat='17', number='21968056', date=null, t1=95.000, t2=20.536, t3=85.000, total=200.536]
Counter[flat='34', number='21712954', date=null, t1=73.187, t2=37.038, t3=92.341, total=202.566]
Counter[flat='40', number='21666557', date=null, t1=135.000, t2=70.000, t3=0.000, total=205.000]
Counter[flat='33', number='21948916', date=null, t1=100.000, t2=30.000, t3=75.000, total=205.000]
Counter[flat='121', number='21971370', date=null, t1=74.125, t2=32.165, t3=105.084, total=211.374]
Counter[flat='66', number='21968442', date=null, t1=88.562, t2=27.298, t3=96.673, total=212.533]
Counter[flat='82', number='21967513', date=null, t1=70.000, t2=30.000, t3=120.000, total=220.000]
Counter[flat='79', number='21967555', date=null, t1=88.703, t2=39.974, t3=100.400, total=229.077]
Counter[flat='52', number='21666543', date=null, t1=70.322, t2=45.699, t3=113.183, total=229.204]
Counter[flat='95', number='21967997', date=null, t1=81.031, t2=45.258, t3=109.266, total=235.555]
Counter[flat='144', number='21968041', date=null, t1=70.712, t2=81.728, t3=93.691, total=246.131]
Counter[flat='96', number='21968073', date=null, t1=79.680, t2=30.049, t3=139.717, total=249.446]
Counter[flat='28', number='21666499', date=null, t1=77.904, t2=94.415, t3=77.617, total=249.936]
Counter[flat='112', number='21971429', date=null, t1=88.147, t2=39.052, t3=126.780, total=253.979]
Counter[flat='36', number='21712963', date=null, t1=81.146, t2=60.052, t3=113.085, total=254.283]
Counter[flat='141', number='023241110316', date=null, t1=144.480, t2=113.660, t3=0.000, total=258.140]
Counter[flat='132', number='21967848', date=null, t1=81.425, t2=68.093, t3=110.374, total=259.892]
Counter[flat='46', number='21967731', date=null, t1=85.000, t2=75.000, t3=100.000, total=260.000]
Counter[flat='18', number='21967958', date=null, t1=100.000, t2=50.000, t3=110.000, total=260.000]
Counter[flat='74', number='21968454', date=null, t1=82.297, t2=85.315, t3=108.052, total=275.664]
Counter[flat='4', number='21967572', date=null, t1=82.989, t2=87.911, t3=106.448, total=277.348]
Counter[flat='16', number='21666895', date=null, t1=110.185, t2=61.024, t3=107.242, total=278.451]
Counter[flat='55', number='21967879', date=null, t1=79.528, t2=75.862, t3=124.587, total=279.977]
Counter[flat='61', number='21968453', date=null, t1=112.663, t2=35.132, t3=138.934, total=286.729]
Counter[flat='128', number='21968471', date=null, t1=93.046, t2=65.276, t3=145.457, total=303.779]
Counter[flat='13', number='21967904', date=null, t1=136.628, t2=104.669, t3=95.629, total=336.926]
Counter[flat='72', number='21967501', date=null, t1=130.033, t2=78.672, t3=152.018, total=360.723]
Counter[flat='7', number='21712970', date=null, t1=114.845, t2=70.725, t3=196.415, total=381.985]
Counter[flat='77', number='21968450', date=null, t1=115.593, t2=92.658, t3=182.924, total=391.175]
Counter[flat='9', number='21948896', date=null, t1=118.523, t2=146.230, t3=133.782, total=398.535]
Counter[flat='126', number='21949403', date=null, t1=131.939, t2=99.947, t3=169.517, total=401.403]
Counter[flat='49', number='21666570', date=null, t1=152.742, t2=92.763, t3=162.913, total=408.418]
Counter[flat='113', number='21949380', date=null, t1=176.142, t2=80.184, t3=169.956, total=426.282]
Counter[flat='25', number='21667083', date=null, t1=171.031, t2=126.287, t3=232.332, total=529.650]
Counter[flat='85', number='21967450', date=null, t1=194.375, t2=133.168, t3=252.134, total=579.677]
Counter[flat='78', number='023240215710', date=null, t1=60.000, t2=30.000, t3=499.010, total=589.010]
Counter[flat='31', number='21712977', date=null, t1=206.091, t2=245.530, t3=262.762, total=714.383]
Counter[flat='39', number='21666569', date=null, t1=200.000, t2=30.000, t3=507.654, total=737.654]
Counter[flat='1', number='21666896', date=null, t1=228.805, t2=187.928, t3=378.933, total=795.666]
Counter[flat='127', number='21967896', date=null, t1=256.487, t2=248.704, t3=333.126, total=838.317]
Counter[flat='37', number='21666539', date=null, t1=369.767, t2=403.062, t3=466.229, total=1239.058]
