Counter[flat='139', number='21967531', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='30', number='21667094', date=null, t1=53.880, t2=29.315, t3=71.359, total=154.554]
Counter[flat='22', number='21968052', date=null, t1=60.677, t2=21.845, t3=75.048, total=157.570]
Counter[flat='93', number='21967981', date=null, t1=70.113, t2=25.928, t3=62.714, total=158.755]
Counter[flat='2', number='21949330', date=null, t1=53.398, t2=42.186, t3=65.541, total=161.125]
Counter[flat='144', number='21968041', date=null, t1=55.141, t2=33.020, t3=73.919, total=162.080]
Counter[flat='121', number='21971370', date=null, t1=49.619, t2=29.968, t3=85.195, total=164.782]
Counter[flat='4', number='21967572', date=null, t1=48.493, t2=49.195, t3=72.083, total=169.771]
Counter[flat='120', number='21967526', date=null, t1=47.536, t2=39.315, t3=83.309, total=170.160]
Counter[flat='72', number='21967501', date=null, t1=61.063, t2=44.854, t3=72.444, total=178.361]
Counter[flat='117', number='21967206', date=null, t1=57.768, t2=33.146, t3=89.448, total=180.362]
Counter[flat='54', number='21666917', date=null, t1=66.375, t2=29.158, t3=89.180, total=184.713]
Counter[flat='57', number='21967809', date=null, t1=48.350, t2=65.976, t3=70.838, total=185.164]
Counter[flat='109', number='21949350', date=null, t1=61.009, t2=55.355, t3=69.857, total=186.221]
Counter[flat='104', number='21971388', date=null, t1=75.202, t2=27.406, t3=84.770, total=187.378]
Counter[flat='115', number='21967511', date=null, t1=56.649, t2=60.599, t3=74.624, total=191.872]
Counter[flat='78', number='40628580', date=null, t1=169.593, t2=28.045, t3=0.000, total=197.638]
Counter[flat='96', number='21968073', date=null, t1=65.652, t2=41.175, t3=93.729, total=200.556]
Counter[flat='33', number='21948916', date=null, t1=100.000, t2=30.000, t3=75.000, total=205.000]
Counter[flat='67', number='21967528', date=null, t1=73.433, t2=36.036, t3=105.603, total=215.072]
Counter[flat='42', number='21666910', date=null, t1=82.164, t2=31.549, t3=103.887, total=217.600]
Counter[flat='63', number='21968441', date=null, t1=98.962, t2=23.678, t3=97.815, total=220.455]
Counter[flat='97', number='21967959', date=null, t1=64.347, t2=71.892, t3=86.252, total=222.491]
Counter[flat='95', number='21967997', date=null, t1=59.606, t2=51.920, t3=112.976, total=224.502]
Counter[flat='79', number='21967555', date=null, t1=69.708, t2=47.343, t3=113.525, total=230.576]
Counter[flat='82', number='21967513', date=null, t1=81.456, t2=34.485, t3=117.302, total=233.243]
Counter[flat='12', number='21948923', date=null, t1=63.989, t2=74.324, t3=96.321, total=234.634]
Counter[flat='112', number='21971429', date=null, t1=81.068, t2=37.595, t3=134.245, total=252.908]
Counter[flat='40', number='21666557', date=null, t1=135.000, t2=70.000, t3=50.351, total=255.351]
Counter[flat='46', number='21967731', date=null, t1=85.000, t2=75.000, t3=100.000, total=260.000]
Counter[flat='18', number='21967958', date=null, t1=100.000, t2=50.000, t3=110.000, total=260.000]
Counter[flat='16', number='21666895', date=null, t1=87.496, t2=56.313, t3=124.529, total=268.338]
Counter[flat='125', number='21949344', date=null, t1=96.407, t2=53.512, t3=121.112, total=271.031]
Counter[flat='52', number='21666543', date=null, t1=87.664, t2=69.209, t3=117.472, total=274.345]
Counter[flat='13', number='21967904', date=null, t1=100.524, t2=65.020, t3=122.955, total=288.499]
Counter[flat='74', number='21968454', date=null, t1=87.829, t2=91.570, t3=117.474, total=296.873]
Counter[flat='59', number='21968016', date=null, t1=99.872, t2=86.800, t3=115.840, total=302.512]
Counter[flat='107', number='21971375', date=null, t1=81.339, t2=123.203, t3=99.183, total=303.725]
Counter[flat='90', number='21968383', date=null, t1=93.970, t2=114.779, t3=110.800, total=319.549]
Counter[flat='126', number='21949403', date=null, t1=111.184, t2=81.856, t3=135.528, total=328.568]
Counter[flat='132', number='21967848', date=null, t1=108.448, t2=101.613, t3=122.201, total=332.262]
Counter[flat='36', number='21712963', date=null, t1=112.728, t2=72.681, t3=160.955, total=346.364]
Counter[flat='61', number='21968453', date=null, t1=117.280, t2=59.507, t3=169.943, total=346.730]
Counter[flat='128', number='21968471', date=null, t1=106.328, t2=90.747, t3=150.179, total=347.254]
Counter[flat='9', number='21948896', date=null, t1=113.609, t2=112.373, t3=123.484, total=349.466]
Counter[flat='114', number='21949338', date=null, t1=154.527, t2=60.944, t3=182.437, total=397.908]
Counter[flat='55', number='21967879', date=null, t1=114.180, t2=105.127, t3=180.222, total=399.529]
Counter[flat='113', number='21949380', date=null, t1=134.399, t2=123.496, t3=142.161, total=400.056]
Counter[flat='77', number='21968450', date=null, t1=114.992, t2=138.671, t3=156.678, total=410.341]
Counter[flat='130', number='21967952', date=null, t1=126.182, t2=150.681, t3=151.879, total=428.742]
Counter[flat='49', number='21666570', date=null, t1=169.921, t2=105.818, t3=219.664, total=495.403]
Counter[flat='28', number='21666499', date=null, t1=156.979, t2=202.538, t3=180.501, total=540.018]
Counter[flat='85', number='21967450', date=null, t1=248.353, t2=201.463, t3=330.817, total=780.633]
Counter[flat='1', number='21666896', date=null, t1=264.694, t2=199.117, t3=374.062, total=837.873]
Counter[flat='127', number='21967896', date=null, t1=268.043, t2=265.126, t3=353.591, total=886.760]
Counter[flat='7', number='21712970', date=null, t1=285.156, t2=280.250, t3=368.186, total=933.592]
Counter[flat='31', number='21712977', date=null, t1=306.969, t2=291.161, t3=378.555, total=976.685]
Counter[flat='25', number='21667083', date=null, t1=381.533, t2=430.747, t3=491.655, total=1303.935]
Counter[flat='37', number='21666539', date=null, t1=496.342, t2=565.151, t3=640.857, total=1702.350]
