Counter[flat='141', number='023241110316', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='10', number='21967590', date=null, t1=50.000, t2=50.000, t3=100.000, total=200.000]
Counter[flat='76', number='21968202', date=null, t1=65.225, t2=23.682, t3=113.690, total=202.597]
Counter[flat='42', number='21666910', date=null, t1=66.920, t2=56.613, t3=82.480, total=206.013]
Counter[flat='82', number='21967513', date=null, t1=70.000, t2=30.000, t3=120.000, total=220.000]
Counter[flat='34', number='21712954', date=null, t1=74.204, t2=42.246, t3=108.739, total=225.189]
Counter[flat='79', number='21967555', date=null, t1=66.569, t2=79.510, t3=84.003, total=230.082]
Counter[flat='67', number='21967528', date=null, t1=89.169, t2=43.497, t3=97.999, total=230.665]
Counter[flat='139', number='21967531', date=null, t1=73.283, t2=46.993, t3=112.735, total=233.011]
Counter[flat='66', number='21968442', date=null, t1=86.552, t2=34.886, t3=112.941, total=234.379]
Counter[flat='105', number='2025-14000105', date=null, t1=75.000, t2=60.000, t3=100.000, total=235.000]
Counter[flat='94', number='21967987', date=null, t1=87.993, t2=42.334, t3=109.293, total=239.620]
Counter[flat='84', number='21967477', date=null, t1=70.726, t2=61.353, t3=120.200, total=252.279]
Counter[flat='9', number='21948896', date=null, t1=95.745, t2=50.764, t3=119.726, total=266.235]
Counter[flat='137', number='21967213', date=null, t1=66.694, t2=107.039, t3=100.893, total=274.626]
Counter[flat='96', number='21968073', date=null, t1=71.797, t2=52.807, t3=150.781, total=275.385]
Counter[flat='36', number='21712963', date=null, t1=98.048, t2=53.449, t3=130.212, total=281.709]
Counter[flat='115', number='21967511', date=null, t1=89.621, t2=69.713, t3=123.365, total=282.699]
Counter[flat='18', number='2025-14000018', date=null, t1=100.000, t2=65.000, t3=120.000, total=285.000]
Counter[flat='97', number='21967959', date=null, t1=96.284, t2=73.110, t3=118.987, total=288.381]
Counter[flat='47', number='21967923', date=null, t1=122.328, t2=45.009, t3=124.549, total=291.886]
Counter[flat='126', number='21949403', date=null, t1=96.194, t2=80.736, t3=119.382, total=296.312]
Counter[flat='4', number='21967572', date=null, t1=83.987, t2=91.562, t3=126.449, total=301.998]
Counter[flat='55', number='21967879', date=null, t1=91.440, t2=59.618, t3=154.982, total=306.040]
Counter[flat='49', number='21666570', date=null, t1=103.004, t2=101.538, t3=111.769, total=316.311]
Counter[flat='46', number='2025-14000046', date=null, t1=120.000, t2=75.000, t3=150.000, total=345.000]
Counter[flat='104', number='21971388', date=null, t1=122.262, t2=84.401, t3=157.102, total=363.765]
Counter[flat='85', number='21967450', date=null, t1=126.718, t2=84.917, t3=174.539, total=386.174]
Counter[flat='16', number='21666895', date=null, t1=146.115, t2=101.965, t3=163.561, total=411.641]
Counter[flat='87', number='2025-14000087', date=null, t1=150.000, t2=85.000, t3=180.000, total=415.000]
Counter[flat='7', number='21712970', date=null, t1=142.197, t2=115.307, t3=160.415, total=417.919]
Counter[flat='133', number='21967899', date=null, t1=128.361, t2=128.195, t3=175.888, total=432.444]
Counter[flat='118', number='21971416', date=null, t1=129.355, t2=118.603, t3=202.161, total=450.119]
Counter[flat='77', number='21968450', date=null, t1=165.610, t2=111.139, t3=221.928, total=498.677]
Counter[flat='127', number='21967896', date=null, t1=171.990, t2=137.487, t3=241.500, total=550.977]
Counter[flat='1', number='21666896', date=null, t1=208.632, t2=132.298, t3=261.210, total=602.140]
Counter[flat='25', number='21667083', date=null, t1=227.481, t2=116.227, t3=279.883, total=623.591]
Counter[flat='13', number='21967904', date=null, t1=343.801, t2=168.065, t3=199.088, total=710.954]
Counter[flat='39', number='21666569', date=null, t1=200.000, t2=30.000, t3=507.654, total=737.654]
Counter[flat='31', number='21712977', date=null, t1=288.417, t2=246.460, t3=389.417, total=924.294]
