Counter[flat='6', number='21712947', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='76', number='21968202', date=null, t1=24.869, t2=16.131, t3=26.894, total=67.894]
Counter[flat='14', number='21967940', date=null, t1=24.603, t2=17.970, t3=25.413, total=67.986]
Counter[flat='65', number='21968139', date=null, t1=24.850, t2=17.313, t3=27.467, total=69.630]
Counter[flat='20', number='21968040', date=null, t1=18.956, t2=26.696, t3=28.519, total=74.171]
Counter[flat='110', number='21949389', date=null, t1=34.854, t2=16.885, t3=27.224, total=78.963]
Counter[flat='122', number='21949370', date=null, t1=22.140, t2=25.022, t3=33.262, total=80.424]
Counter[flat='68', number='21967522', date=null, t1=26.754, t2=23.921, t3=30.180, total=80.855]
Counter[flat='71', number='21967505', date=null, t1=21.777, t2=22.683, t3=40.467, total=84.927]
Counter[flat='43', number='21712964', date=null, t1=24.939, t2=28.735, t3=33.333, total=87.007]
Counter[flat='124', number='21949405', date=null, t1=26.369, t2=24.250, t3=36.601, total=87.220]
Counter[flat='44', number='21967861', date=null, t1=26.135, t2=24.806, t3=36.499, total=87.440]
Counter[flat='143', number='21967509', date=null, t1=27.953, t2=13.987, t3=45.562, total=87.502]
Counter[flat='38', number='21666552', date=null, t1=26.179, t2=21.684, t3=39.874, total=87.737]
Counter[flat='116', number='21968082', date=null, t1=24.403, t2=25.849, t3=37.890, total=88.142]
Counter[flat='83', number='21968203', date=null, t1=27.957, t2=13.627, t3=47.585, total=89.169]
Counter[flat='94', number='21967987', date=null, t1=33.722, t2=19.880, t3=36.023, total=89.625]
Counter[flat='35', number='21948913', date=null, t1=16.598, t2=38.675, t3=35.693, total=90.966]
Counter[flat='99', number='21968207', date=null, t1=26.423, t2=18.343, t3=46.430, total=91.196]
Counter[flat='10', number='21967590', date=null, t1=31.305, t2=27.778, t3=33.178, total=92.261]
Counter[flat='88', number='21967504', date=null, t1=26.540, t2=17.515, t3=48.998, total=93.053]
Counter[flat='21', number='21968025', date=null, t1=35.679, t2=18.389, t3=45.385, total=99.453]
Counter[flat='87', number='21967753', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='134', number='21967568', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='3', number='21967585', date=null, t1=38.990, t2=22.233, t3=42.587, total=103.810]
Counter[flat='131', number='21968035', date=null, t1=29.342, t2=33.608, t3=41.064, total=104.014]
Counter[flat='136', number='21967551', date=null, t1=35.000, t2=35.000, t3=35.000, total=105.000]
Counter[flat='86', number='21967885', date=null, t1=36.287, t2=23.918, t3=46.391, total=106.596]
Counter[flat='133', number='21967899', date=null, t1=36.071, t2=26.029, t3=46.082, total=108.182]
Counter[flat='140', number='21967475', date=null, t1=39.811, t2=22.819, t3=48.525, total=111.155]
Counter[flat='91', number='21968076', date=null, t1=30.782, t2=38.678, t3=42.202, total=111.662]
Counter[flat='72', number='21967501', date=null, t1=43.875, t2=24.142, t3=44.597, total=112.614]
Counter[flat='56', number='21968075', date=null, t1=31.724, t2=36.598, t3=46.519, total=114.841]
Counter[flat='118', number='21971416', date=null, t1=37.606, t2=35.285, t3=42.365, total=115.256]
Counter[flat='29', number='21667085', date=null, t1=39.934, t2=20.392, t3=56.015, total=116.341]
Counter[flat='84', number='21967477', date=null, t1=35.401, t2=31.404, t3=51.028, total=117.833]
Counter[flat='111', number='21949373', date=null, t1=41.857, t2=26.189, t3=50.873, total=118.919]
Counter[flat='105', number='21971386', date=null, t1=40.000, t2=25.000, t3=55.000, total=120.000]
Counter[flat='23', number='21967854', date=null, t1=49.743, t2=16.380, t3=54.599, total=120.722]
Counter[flat='103', number='21971417', date=null, t1=40.986, t2=30.629, t3=52.356, total=123.971]
Counter[flat='51', number='21666920', date=null, t1=59.058, t2=20.790, t3=45.116, total=124.964]
Counter[flat='101', number='21967802', date=null, t1=61.903, t2=16.743, t3=50.039, total=128.685]
Counter[flat='53', number='21666929', date=null, t1=51.720, t2=25.559, t3=51.596, total=128.875]
Counter[flat='70', number='21967516', date=null, t1=34.664, t2=41.302, t3=52.985, total=128.951]
Counter[flat='26', number='21666497', date=null, t1=63.462, t2=15.638, t3=50.396, total=129.496]
Counter[flat='30', number='21667094', date=null, t1=44.281, t2=21.375, t3=67.973, total=133.629]
Counter[flat='58', number='21967732', date=null, t1=38.230, t2=43.968, t3=52.650, total=134.848]
Counter[flat='135', number='21967542', date=null, t1=42.181, t2=37.960, t3=55.729, total=135.870]
Counter[flat='107', number='21971375', date=null, t1=31.062, t2=73.640, t3=31.696, total=136.398]
Counter[flat='81', number='21967486', date=null, t1=46.539, t2=34.554, t3=57.124, total=138.217]
Counter[flat='47', number='21967923', date=null, t1=53.998, t2=32.681, t3=52.411, total=139.090]
Counter[flat='129', number='21967906', date=null, t1=50.624, t2=35.120, t3=53.557, total=139.301]
Counter[flat='98', number='21967964', date=null, t1=50.124, t2=30.626, t3=60.982, total=141.732]
Counter[flat='119', number='21967973', date=null, t1=42.881, t2=37.859, t3=62.660, total=143.400]
Counter[flat='2', number='21949330', date=null, t1=44.246, t2=42.799, t3=56.746, total=143.791]
Counter[flat='15', number='21666510', date=null, t1=49.248, t2=42.022, t3=53.629, total=144.899]
Counter[flat='24', number='21968031', date=null, t1=44.993, t2=39.825, t3=63.079, total=147.897]
Counter[flat='141', number='21967535', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='138', number='21967900', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='34', number='21712954', date=null, t1=67.327, t2=25.529, t3=59.127, total=151.983]
Counter[flat='80', number='21967506', date=null, t1=62.472, t2=39.943, t3=50.800, total=153.215]
Counter[flat='59', number='21968016', date=null, t1=59.133, t2=33.190, t3=61.751, total=154.074]
Counter[flat='11', number='21949329', date=null, t1=41.229, t2=48.404, t3=66.881, total=156.514]
Counter[flat='79', number='21967555', date=null, t1=56.362, t2=38.206, t3=63.508, total=158.076]
Counter[flat='4', number='21967572', date=null, t1=46.952, t2=51.751, t3=61.760, total=160.463]
Counter[flat='137', number='21967213', date=null, t1=42.275, t2=50.433, t3=68.126, total=160.834]
Counter[flat='22', number='21968052', date=null, t1=67.913, t2=22.066, t3=77.291, total=167.270]
Counter[flat='109', number='21949350', date=null, t1=54.117, t2=51.004, t3=62.753, total=167.874]
Counter[flat='8', number='21967610', date=null, t1=47.875, t2=63.235, t3=57.439, total=168.549]
Counter[flat='39', number='21666569', date=null, t1=75.265, t2=18.370, t3=75.454, total=169.089]
Counter[flat='50', number='21666901', date=null, t1=44.157, t2=59.409, t3=70.939, total=174.505]
Counter[flat='142', number='21968032', date=null, t1=50.536, t2=54.729, t3=70.721, total=175.986]
Counter[flat='92', number='21967967', date=null, t1=49.503, t2=49.981, t3=79.896, total=179.380]
Counter[flat='117', number='21967206', date=null, t1=54.414, t2=33.515, t3=91.716, total=179.645]
Counter[flat='115', number='21967511', date=null, t1=50.080, t2=49.907, t3=80.081, total=180.068]
Counter[flat='120', number='21967526', date=null, t1=56.516, t2=32.801, t3=95.884, total=185.201]
Counter[flat='78', number='40628580', date=null, t1=159.357, t2=25.890, t3=0.000, total=185.247]
Counter[flat='67', number='21967528', date=null, t1=82.536, t2=23.381, t3=84.685, total=190.602]
Counter[flat='130', number='21967952', date=null, t1=70.158, t2=38.160, t3=84.145, total=192.463]
Counter[flat='32', number='21712993', date=null, t1=54.161, t2=52.006, t3=87.892, total=194.059]
Counter[flat='57', number='21967809', date=null, t1=53.785, t2=70.118, t3=70.204, total=194.107]
Counter[flat='104', number='21971388', date=null, t1=92.648, t2=27.111, t3=81.853, total=201.612]
Counter[flat='12', number='21948923', date=null, t1=58.412, t2=58.734, t3=85.978, total=203.124]
Counter[flat='33', number='21948916', date=null, t1=100.000, t2=30.000, t3=75.000, total=205.000]
Counter[flat='90', number='21968383', date=null, t1=76.036, t2=54.407, t3=77.641, total=208.084]
Counter[flat='54', number='21666917', date=null, t1=78.359, t2=29.510, t3=103.353, total=211.222]
Counter[flat='123', number='21949395', date=null, t1=93.798, t2=36.185, t3=82.539, total=212.522]
Counter[flat='97', number='21967959', date=null, t1=75.177, t2=59.680, t3=87.411, total=222.268]
Counter[flat='144', number='21968041', date=null, t1=81.704, t2=36.395, t3=106.886, total=224.985]
Counter[flat='121', number='21971370', date=null, t1=82.047, t2=36.419, t3=110.554, total=229.020]
Counter[flat='42', number='21666910', date=null, t1=82.461, t2=35.056, t3=122.052, total=239.569]
Counter[flat='82', number='21967513', date=null, t1=86.509, t2=32.799, t3=121.840, total=241.148]
Counter[flat='93', number='21967981', date=null, t1=87.166, t2=37.621, t3=123.874, total=248.661]
Counter[flat='96', number='21968073', date=null, t1=90.090, t2=53.893, t3=113.188, total=257.171]
Counter[flat='46', number='21967731', date=null, t1=85.000, t2=75.000, t3=100.000, total=260.000]
Counter[flat='18', number='21967958', date=null, t1=100.000, t2=50.000, t3=110.000, total=260.000]
Counter[flat='40', number='21666557', date=null, t1=135.000, t2=70.000, t3=57.400, total=262.400]
Counter[flat='16', number='21666895', date=null, t1=98.480, t2=60.978, t3=109.396, total=268.854]
Counter[flat='52', number='21666543', date=null, t1=88.280, t2=56.381, t3=127.186, total=271.847]
Counter[flat='112', number='21971429', date=null, t1=97.042, t2=37.245, t3=139.484, total=273.771]
Counter[flat='63', number='21968441', date=null, t1=118.191, t2=27.893, t3=129.131, total=275.215]
Counter[flat='95', number='21967997', date=null, t1=90.328, t2=51.251, t3=152.771, total=294.350]
Counter[flat='114', number='21949338', date=null, t1=94.758, t2=50.546, t3=158.642, total=303.946]
Counter[flat='36', number='21712963', date=null, t1=105.947, t2=61.473, t3=137.172, total=304.592]
Counter[flat='125', number='21949344', date=null, t1=119.268, t2=50.874, t3=136.073, total=306.215]
Counter[flat='61', number='21968453', date=null, t1=118.366, t2=44.398, t3=157.312, total=320.076]
Counter[flat='9', number='21948896', date=null, t1=91.223, t2=109.194, t3=123.822, total=324.239]
Counter[flat='128', number='21968471', date=null, t1=112.504, t2=95.198, t3=167.846, total=375.548]
Counter[flat='13', number='21967904', date=null, t1=149.655, t2=67.230, t3=158.832, total=375.717]
Counter[flat='55', number='21967879', date=null, t1=112.680, t2=112.266, t3=168.264, total=393.210]
Counter[flat='113', number='21949380', date=null, t1=138.938, t2=133.422, t3=152.306, total=424.666]
Counter[flat='28', number='21666499', date=null, t1=117.878, t2=189.307, t3=136.952, total=444.137]
Counter[flat='132', number='21967848', date=null, t1=144.854, t2=172.135, t3=168.730, total=485.719]
Counter[flat='126', number='21949403', date=null, t1=159.277, t2=115.702, t3=216.592, total=491.571]
Counter[flat='77', number='21968450', date=null, t1=136.489, t2=172.230, t3=186.747, total=495.466]
Counter[flat='74', number='21968454', date=null, t1=148.242, t2=150.356, t3=204.830, total=503.428]
Counter[flat='49', number='21666570', date=null, t1=206.895, t2=94.520, t3=249.976, total=551.391]
Counter[flat='85', number='21967450', date=null, t1=268.379, t2=207.880, t3=334.020, total=810.279]
Counter[flat='31', number='21712977', date=null, t1=261.537, t2=261.592, t3=322.966, total=846.095]
Counter[flat='1', number='21666896', date=null, t1=258.296, t2=211.368, t3=440.440, total=910.104]
Counter[flat='7', number='21712970', date=null, t1=326.210, t2=310.415, t3=419.238, total=1055.863]
Counter[flat='25', number='21667083', date=null, t1=322.635, t2=288.003, t3=455.295, total=1065.933]
Counter[flat='37', number='21666539', date=null, t1=339.133, t2=378.445, t3=435.702, total=1153.280]
Counter[flat='127', number='21967896', date=null, t1=429.966, t2=397.151, t3=529.021, total=1356.138]
