Counter[flat='78', number='40628580', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='83', number='21968203', date=null, t1=11.797, t2=19.520, t3=13.852, total=45.169]
Counter[flat='45', number='21666907', date=null, t1=11.903, t2=16.623, t3=19.568, total=48.094]
Counter[flat='41', number='21666577', date=null, t1=13.112, t2=15.021, t3=20.111, total=48.244]
Counter[flat='47', number='21967923', date=null, t1=15.155, t2=11.732, t3=24.682, total=51.569]
Counter[flat='20', number='21968040', date=null, t1=18.267, t2=14.320, t3=19.298, total=51.885]
Counter[flat='76', number='21968202', date=null, t1=15.873, t2=14.801, t3=21.512, total=52.186]
Counter[flat='99', number='21968207', date=null, t1=12.957, t2=14.047, t3=26.344, total=53.348]
Counter[flat='110', number='21949389', date=null, t1=12.973, t2=20.540, t3=20.173, total=53.686]
Counter[flat='14', number='21967940', date=null, t1=20.894, t2=14.933, t3=22.286, total=58.113]
Counter[flat='93', number='21967981', date=null, t1=19.204, t2=17.336, t3=22.133, total=58.673]
Counter[flat='75', number='21968458', date=null, t1=23.156, t2=15.366, t3=22.219, total=60.741]
Counter[flat='48', number='21968079', date=null, t1=23.217, t2=16.825, t3=20.950, total=60.992]
Counter[flat='143', number='21967509', date=null, t1=19.160, t2=15.921, t3=26.418, total=61.499]
Counter[flat='91', number='21968076', date=null, t1=20.110, t2=20.835, t3=21.596, total=62.541]
Counter[flat='65', number='21968139', date=null, t1=21.561, t2=16.732, t3=24.635, total=62.928]
Counter[flat='98', number='21967964', date=null, t1=21.670, t2=17.380, t3=24.742, total=63.792]
Counter[flat='71', number='21967505', date=null, t1=18.876, t2=21.874, t3=23.216, total=63.966]
Counter[flat='101', number='21967802', date=null, t1=23.411, t2=20.206, t3=24.312, total=67.929]
Counter[flat='23', number='21967854', date=null, t1=25.138, t2=10.281, t3=33.492, total=68.911]
Counter[flat='111', number='21949373', date=null, t1=30.032, t2=12.947, t3=26.657, total=69.636]
Counter[flat='107', number='21971375', date=null, t1=22.417, t2=24.014, t3=26.200, total=72.631]
Counter[flat='35', number='21948913', date=null, t1=12.236, t2=27.411, t3=34.071, total=73.718]
Counter[flat='17', number='21968056', date=null, t1=23.272, t2=20.496, t3=31.519, total=75.287]
Counter[flat='24', number='21968031', date=null, t1=21.598, t2=22.956, t3=31.067, total=75.621]
Counter[flat='88', number='21967504', date=null, t1=21.694, t2=15.188, t3=40.941, total=77.823]
Counter[flat='92', number='21967967', date=null, t1=29.278, t2=23.769, t3=26.691, total=79.738]
Counter[flat='116', number='21968082', date=null, t1=23.386, t2=20.485, t3=36.148, total=80.019]
Counter[flat='122', number='21949370', date=null, t1=18.510, t2=27.684, t3=36.832, total=83.026]
Counter[flat='51', number='21666920', date=null, t1=30.466, t2=18.820, t3=34.398, total=83.684]
Counter[flat='124', number='21949405', date=null, t1=28.622, t2=20.629, t3=34.469, total=83.720]
Counter[flat='11', number='21949329', date=null, t1=24.377, t2=22.412, t3=37.287, total=84.076]
Counter[flat='40', number='21666557', date=null, t1=25.259, t2=24.642, t3=38.460, total=88.361]
Counter[flat='43', number='21712964', date=null, t1=19.981, t2=31.301, t3=37.683, total=88.965]
Counter[flat='103', number='21971417', date=null, t1=30.363, t2=22.888, t3=36.347, total=89.598]
Counter[flat='133', number='21967899', date=null, t1=29.392, t2=21.429, t3=40.397, total=91.218]
Counter[flat='135', number='21967542', date=null, t1=30.627, t2=25.094, t3=37.132, total=92.853]
Counter[flat='44', number='21967861', date=null, t1=28.607, t2=23.863, t3=40.875, total=93.345]
Counter[flat='136', number='21967551', date=null, t1=28.034, t2=30.228, t3=35.109, total=93.371]
Counter[flat='140', number='21967475', date=null, t1=30.562, t2=19.034, t3=46.191, total=95.787]
Counter[flat='80', number='21967506', date=null, t1=46.337, t2=19.208, t3=30.587, total=96.132]
Counter[flat='119', number='21967973', date=null, t1=27.992, t2=27.761, t3=41.418, total=97.171]
Counter[flat='10', number='21967590', date=null, t1=29.215, t2=42.370, t3=26.701, total=98.286]
Counter[flat='3', number='21967585', date=null, t1=38.208, t2=23.787, t3=37.421, total=99.416]
Counter[flat='21', number='21968025', date=null, t1=41.221, t2=16.674, t3=41.800, total=99.695]
Counter[flat='131', number='21968035', date=null, t1=29.065, t2=34.852, t3=36.436, total=100.353]
Counter[flat='30', number='21667094', date=null, t1=33.681, t2=16.507, t3=54.721, total=104.909]
Counter[flat='26', number='21666497', date=null, t1=53.595, t2=13.073, t3=39.119, total=105.787]
Counter[flat='73', number='21967479', date=null, t1=34.591, t2=19.225, t3=53.254, total=107.070]
Counter[flat='56', number='21968075', date=null, t1=28.806, t2=31.017, t3=48.344, total=108.167]
Counter[flat='70', number='21967516', date=null, t1=28.987, t2=36.442, t3=43.264, total=108.693]
Counter[flat='84', number='21967477', date=null, t1=40.267, t2=30.494, t3=38.431, total=109.192]
Counter[flat='50', number='21666901', date=null, t1=24.337, t2=30.315, t3=55.177, total=109.829]
Counter[flat='130', number='21967952', date=null, t1=38.317, t2=24.353, t3=48.133, total=110.803]
Counter[flat='134', number='21967568', date=null, t1=31.807, t2=25.029, t3=55.215, total=112.051]
Counter[flat='53', number='21666929', date=null, t1=48.029, t2=18.307, t3=47.051, total=113.387]
Counter[flat='29', number='21667085', date=null, t1=44.324, t2=13.052, t3=56.323, total=113.699]
Counter[flat='142', number='21968032', date=null, t1=40.761, t2=24.620, t3=50.995, total=116.376]
Counter[flat='129', number='21967906', date=null, t1=41.724, t2=31.424, t3=45.093, total=118.241]
Counter[flat='86', number='21967885', date=null, t1=32.551, t2=32.934, t3=53.761, total=119.246]
Counter[flat='39', number='21666569', date=null, t1=51.983, t2=25.619, t3=43.688, total=121.290]
Counter[flat='15', number='21666510', date=null, t1=43.791, t2=33.522, t3=44.975, total=122.288]
Counter[flat='4', number='21967572', date=null, t1=35.328, t2=52.560, t3=43.305, total=131.193]
Counter[flat='34', number='21712954', date=null, t1=58.064, t2=25.053, t3=48.956, total=132.073]
Counter[flat='81', number='21967486', date=null, t1=40.280, t2=27.865, t3=66.382, total=134.527]
Counter[flat='87', number='21967753', date=null, t1=44.768, t2=24.615, t3=71.941, total=141.324]
Counter[flat='2', number='21949330', date=null, t1=48.897, t2=35.469, t3=57.606, total=141.972]
Counter[flat='37', number='21666539', date=null, t1=42.838, t2=50.017, t3=55.055, total=147.910]
Counter[flat='42', number='21666910', date=null, t1=64.935, t2=21.794, t3=66.855, total=153.584]
Counter[flat='32', number='21712993', date=null, t1=54.935, t2=23.635, t3=77.592, total=156.162]
Counter[flat='137', number='21967213', date=null, t1=48.625, t2=50.998, t3=59.346, total=158.969]
Counter[flat='117', number='21967206', date=null, t1=44.294, t2=37.679, t3=78.085, total=160.058]
Counter[flat='54', number='21666917', date=null, t1=52.372, t2=26.765, t3=83.499, total=162.636]
Counter[flat='118', number='21971416', date=null, t1=40.126, t2=40.528, t3=86.243, total=166.897]
Counter[flat='33', number='21948916', date=null, t1=59.826, t2=26.708, t3=82.297, total=168.831]
Counter[flat='67', number='21967528', date=null, t1=60.953, t2=26.973, t3=82.183, total=170.109]
Counter[flat='59', number='21968016', date=null, t1=62.742, t2=45.348, t3=63.993, total=172.083]
Counter[flat='104', number='21971388', date=null, t1=71.940, t2=29.889, t3=74.913, total=176.742]
Counter[flat='79', number='21967555', date=null, t1=55.083, t2=38.743, t3=83.012, total=176.838]
Counter[flat='120', number='21967526', date=null, t1=52.548, t2=28.830, t3=96.838, total=178.216]
Counter[flat='132', number='21967848', date=null, t1=66.898, t2=47.785, t3=69.221, total=183.904]
Counter[flat='16', number='21666895', date=null, t1=80.312, t2=43.609, t3=77.634, total=201.555]
Counter[flat='57', number='21967809', date=null, t1=53.540, t2=65.573, t3=84.828, total=203.941]
Counter[flat='63', number='21968441', date=null, t1=82.909, t2=20.856, t3=104.446, total=208.211]
Counter[flat='96', number='21968073', date=null, t1=76.828, t2=56.225, t3=76.216, total=209.269]
Counter[flat='114', number='21949338', date=null, t1=81.913, t2=37.959, t3=91.994, total=211.866]
Counter[flat='52', number='21666543', date=null, t1=64.951, t2=42.668, t3=104.333, total=211.952]
Counter[flat='121', number='21971370', date=null, t1=88.103, t2=25.354, t3=106.487, total=219.944]
Counter[flat='82', number='21967513', date=null, t1=74.661, t2=29.402, t3=117.832, total=221.895]
Counter[flat='112', number='21971429', date=null, t1=88.048, t2=26.793, t3=107.776, total=222.617]
Counter[flat='109', number='21949350', date=null, t1=73.704, t2=70.354, t3=84.820, total=228.878]
Counter[flat='123', number='21949395', date=null, t1=109.888, t2=41.116, t3=83.117, total=234.121]
Counter[flat='36', number='21712963', date=null, t1=79.261, t2=56.757, t3=98.832, total=234.850]
Counter[flat='12', number='21948923', date=null, t1=68.957, t2=77.035, t3=90.758, total=236.750]
Counter[flat='13', number='21967904', date=null, t1=100.479, t2=58.922, t3=79.410, total=238.811]
Counter[flat='90', number='21968383', date=null, t1=80.937, t2=66.970, t3=91.914, total=239.821]
Counter[flat='95', number='21967997', date=null, t1=74.796, t2=57.233, t3=120.089, total=252.118]
Counter[flat='46', number='21967731', date=null, t1=82.140, t2=74.159, t3=99.092, total=255.391]
Counter[flat='115', number='21967511', date=null, t1=81.840, t2=63.213, t3=115.607, total=260.660]
Counter[flat='9', number='21948896', date=null, t1=76.875, t2=81.418, t3=107.198, total=265.491]
Counter[flat='18', number='21967958', date=null, t1=105.627, t2=43.177, t3=117.973, total=266.777]
Counter[flat='128', number='21968471', date=null, t1=79.817, t2=84.792, t3=108.497, total=273.106]
Counter[flat='74', number='21968454', date=null, t1=88.111, t2=97.128, t3=102.682, total=287.921]
Counter[flat='64', number='21968468', date=null, t1=89.076, t2=72.657, t3=129.276, total=291.009]
Counter[flat='61', number='21968453', date=null, t1=116.052, t2=45.816, t3=154.837, total=316.705]
Counter[flat='77', number='21968450', date=null, t1=90.522, t2=103.288, t3=124.007, total=317.817]
Counter[flat='55', number='21967879', date=null, t1=93.595, t2=101.418, t3=137.551, total=332.564]
Counter[flat='125', number='21949344', date=null, t1=125.366, t2=78.802, t3=145.670, total=349.838]
Counter[flat='49', number='21666570', date=null, t1=154.087, t2=77.597, t3=152.858, total=384.542]
Counter[flat='144', number='21968041', date=null, t1=103.116, t2=208.328, t3=84.361, total=395.805]
Counter[flat='126', number='21949403', date=null, t1=131.885, t2=102.763, t3=174.434, total=409.082]
Counter[flat='113', number='21949380', date=null, t1=139.295, t2=136.620, t3=157.243, total=433.158]
Counter[flat='31', number='21712977', date=null, t1=178.561, t2=142.659, t3=233.140, total=554.360]
Counter[flat='1', number='21666896', date=null, t1=221.850, t2=150.833, t3=344.656, total=717.339]
Counter[flat='85', number='21967450', date=null, t1=244.139, t2=204.340, t3=304.650, total=753.129]
Counter[flat='28', number='21666499', date=null, t1=233.210, t2=236.212, t3=298.966, total=768.388]
Counter[flat='7', number='21712970', date=null, t1=240.312, t2=216.448, t3=311.775, total=768.535]
Counter[flat='25', number='21667083', date=null, t1=319.769, t2=333.386, t3=350.465, total=1003.620]
Counter[flat='127', number='21967896', date=null, t1=339.975, t2=310.279, t3=434.822, total=1085.076]
