Counter[flat='78', number='40628580', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='119', number='21967973', date=null, t1=25.588, t2=26.298, t3=41.782, total=93.668]
Counter[flat='73', number='21967479', date=null, t1=33.170, t2=19.308, t3=42.972, total=95.450]
Counter[flat='40', number='21666557', date=null, t1=27.881, t2=25.461, t3=43.743, total=97.085]
Counter[flat='133', number='21967899', date=null, t1=33.725, t2=23.150, t3=41.656, total=98.531]
Counter[flat='116', number='21968082', date=null, t1=30.338, t2=23.478, t3=45.178, total=98.994]
Counter[flat='35', number='21948913', date=null, t1=17.974, t2=37.906, t3=44.125, total=100.005]
Counter[flat='56', number='21968075', date=null, t1=27.314, t2=29.017, t3=44.721, total=101.052]
Counter[flat='135', number='21967542', date=null, t1=37.232, t2=21.881, t3=42.010, total=101.123]
Counter[flat='3', number='21967585', date=null, t1=41.215, t2=18.810, t3=43.667, total=103.692]
Counter[flat='52', number='21666543', date=null, t1=33.565, t2=21.785, t3=48.599, total=103.949]
Counter[flat='70', number='21967516', date=null, t1=27.448, t2=35.395, t3=41.757, total=104.600]
Counter[flat='39', number='21666569', date=null, t1=41.882, t2=23.531, t3=41.275, total=106.688]
Counter[flat='60', number='21967979', date=null, t1=43.627, t2=6.900, t3=59.552, total=110.079]
Counter[flat='134', number='21967568', date=null, t1=30.043, t2=22.298, t3=58.849, total=111.190]
Counter[flat='21', number='21968025', date=null, t1=40.143, t2=21.563, t3=50.090, total=111.796]
Counter[flat='34', number='21712954', date=null, t1=44.523, t2=24.756, t3=43.419, total=112.698]
Counter[flat='50', number='21666901', date=null, t1=34.189, t2=25.466, t3=53.412, total=113.067]
Counter[flat='30', number='21667094', date=null, t1=40.069, t2=17.102, t3=58.006, total=115.177]
Counter[flat='118', number='21971416', date=null, t1=26.900, t2=36.583, t3=56.225, total=119.708]
Counter[flat='26', number='21666497', date=null, t1=58.345, t2=12.511, t3=50.232, total=121.088]
Counter[flat='92', number='21967967', date=null, t1=40.083, t2=25.751, t3=59.497, total=125.331]
Counter[flat='136', number='21967551', date=null, t1=36.642, t2=43.322, t3=45.479, total=125.443]
Counter[flat='15', number='21666510', date=null, t1=42.342, t2=34.775, t3=51.706, total=128.823]
Counter[flat='54', number='21666917', date=null, t1=49.354, t2=22.786, t3=63.602, total=135.742]
Counter[flat='140', number='21967475', date=null, t1=46.719, t2=27.312, t3=63.245, total=137.276]
Counter[flat='10', number='21967590', date=null, t1=33.648, t2=44.727, t3=59.707, total=138.082]
Counter[flat='81', number='21967486', date=null, t1=45.337, t2=32.975, t3=60.144, total=138.456]
Counter[flat='137', number='21967213', date=null, t1=38.852, t2=44.832, t3=55.571, total=139.255]
Counter[flat='129', number='21967906', date=null, t1=50.953, t2=31.114, t3=59.595, total=141.662]
Counter[flat='37', number='21666539', date=null, t1=43.176, t2=48.189, t3=54.472, total=145.837]
Counter[flat='130', number='21967952', date=null, t1=45.172, t2=31.392, t3=73.275, total=149.839]
Counter[flat='142', number='21968032', date=null, t1=52.787, t2=25.076, t3=74.858, total=152.721]
Counter[flat='2', number='21949330', date=null, t1=47.203, t2=44.251, t3=63.138, total=154.592]
Counter[flat='42', number='21666910', date=null, t1=60.720, t2=25.500, t3=71.099, total=157.319]
Counter[flat='132', number='21967848', date=null, t1=57.483, t2=35.794, t3=65.799, total=159.076]
Counter[flat='32', number='21712993', date=null, t1=45.381, t2=32.808, t3=81.597, total=159.786]
Counter[flat='120', number='21967526', date=null, t1=51.549, t2=31.276, t3=78.170, total=160.995]
Counter[flat='109', number='21949350', date=null, t1=57.641, t2=50.794, t3=65.298, total=173.733]
Counter[flat='67', number='21967528', date=null, t1=55.234, t2=29.512, t3=93.797, total=178.543]
Counter[flat='57', number='21967809', date=null, t1=54.996, t2=55.063, t3=70.707, total=180.766]
Counter[flat='117', number='21967206', date=null, t1=44.155, t2=44.215, t3=93.814, total=182.184]
Counter[flat='104', number='21971388', date=null, t1=84.060, t2=26.622, t3=72.095, total=182.777]
Counter[flat='90', number='21968383', date=null, t1=61.631, t2=45.652, t3=76.515, total=183.798]
Counter[flat='12', number='21948923', date=null, t1=54.755, t2=58.813, t3=73.773, total=187.341]
Counter[flat='4', number='21967572', date=null, t1=56.808, t2=65.140, t3=71.547, total=193.495]
Counter[flat='121', number='21971370', date=null, t1=64.465, t2=29.138, t3=101.402, total=195.005]
Counter[flat='63', number='21968441', date=null, t1=81.661, t2=23.672, t3=98.048, total=203.381]
Counter[flat='96', number='21968073', date=null, t1=72.981, t2=45.417, t3=95.061, total=213.459]
Counter[flat='13', number='21967904', date=null, t1=86.421, t2=50.735, t3=87.471, total=224.627]
Counter[flat='82', number='21967513', date=null, t1=73.948, t2=32.364, t3=125.656, total=231.968]
Counter[flat='114', number='21949338', date=null, t1=77.373, t2=41.287, t3=113.760, total=232.420]
Counter[flat='123', number='21949395', date=null, t1=103.162, t2=39.173, t3=92.749, total=235.084]
Counter[flat='112', number='21971429', date=null, t1=85.442, t2=30.664, t3=121.513, total=237.619]
Counter[flat='64', number='21968468', date=null, t1=69.466, t2=63.396, t3=111.780, total=244.642]
Counter[flat='95', number='21967997', date=null, t1=78.973, t2=45.282, t3=122.640, total=246.895]
Counter[flat='144', number='21968041', date=null, t1=77.023, t2=98.561, t3=74.143, total=249.727]
Counter[flat='74', number='21968454', date=null, t1=76.905, t2=81.376, t3=95.161, total=253.442]
Counter[flat='46', number='21967731', date=null, t1=75.990, t2=74.192, t3=109.380, total=259.562]
Counter[flat='128', number='21968471', date=null, t1=79.234, t2=84.243, t3=110.111, total=273.588]
Counter[flat='36', number='21712963', date=null, t1=89.529, t2=63.630, t3=128.929, total=282.088]
Counter[flat='77', number='21968450', date=null, t1=82.423, t2=94.854, t3=106.038, total=283.315]
Counter[flat='79', number='21967555', date=null, t1=78.160, t2=66.372, t3=141.415, total=285.947]
Counter[flat='16', number='21666895', date=null, t1=96.955, t2=72.608, t3=121.121, total=290.684]
Counter[flat='115', number='21967511', date=null, t1=80.854, t2=111.032, t3=105.946, total=297.832]
Counter[flat='18', number='21967958', date=null, t1=116.792, t2=58.763, t3=133.363, total=308.918]
Counter[flat='126', number='21949403', date=null, t1=97.786, t2=79.195, t3=133.236, total=310.217]
Counter[flat='59', number='21968016', date=null, t1=102.384, t2=92.291, t3=115.912, total=310.587]
Counter[flat='125', number='21949344', date=null, t1=106.556, t2=77.628, t3=140.081, total=324.265]
Counter[flat='61', number='21968453', date=null, t1=135.207, t2=61.528, t3=187.919, total=384.654]
Counter[flat='49', number='21666570', date=null, t1=146.446, t2=85.954, t3=167.663, total=400.063]
Counter[flat='9', number='21948896', date=null, t1=165.005, t2=66.951, t3=174.272, total=406.228]
Counter[flat='113', number='21949380', date=null, t1=136.997, t2=128.846, t3=150.136, total=415.979]
Counter[flat='55', number='21967879', date=null, t1=122.096, t2=125.932, t3=185.933, total=433.961]
Counter[flat='31', number='21712977', date=null, t1=168.728, t2=145.627, t3=227.728, total=542.083]
Counter[flat='1', number='21666896', date=null, t1=184.777, t2=162.129, t3=302.813, total=649.719]
Counter[flat='85', number='21967450', date=null, t1=244.242, t2=198.300, t3=316.823, total=759.365]
Counter[flat='28', number='21666499', date=null, t1=238.510, t2=256.390, t3=287.216, total=782.116]
Counter[flat='7', number='21712970', date=null, t1=247.060, t2=240.750, t3=318.106, total=805.916]
Counter[flat='25', number='21667083', date=null, t1=379.250, t2=351.845, t3=442.952, total=1174.047]
Counter[flat='127', number='21967896', date=null, t1=364.608, t2=362.919, t3=461.712, total=1189.239]
