Counter[flat='100', number='21967497', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='66', number='21968442', date=null, t1=95.466, t2=26.596, t3=96.122, total=218.184]
Counter[flat='82', number='21967513', date=null, t1=70.000, t2=30.000, t3=120.000, total=220.000]
Counter[flat='133', number='21967899', date=null, t1=71.339, t2=61.563, t3=91.482, total=224.384]
Counter[flat='132', number='21967848', date=null, t1=80.895, t2=49.735, t3=102.808, total=233.438]
Counter[flat='59', number='21968016', date=null, t1=83.942, t2=61.337, t3=89.044, total=234.323]
Counter[flat='105', number='2025-14000105', date=null, t1=75.000, t2=60.000, t3=100.000, total=235.000]
Counter[flat='104', number='21971388', date=null, t1=83.614, t2=45.066, t3=107.981, total=236.661]
Counter[flat='144', number='21968041', date=null, t1=84.658, t2=63.133, t3=89.886, total=237.677]
Counter[flat='37', number='21666539', date=null, t1=79.434, t2=78.815, t3=82.290, total=240.539]
Counter[flat='61', number='21968453', date=null, t1=89.393, t2=40.873, t3=116.396, total=246.662]
Counter[flat='63', number='21968441', date=null, t1=109.969, t2=45.507, t3=93.316, total=248.792]
Counter[flat='40', number='2025-14029543', date=null, t1=75.000, t2=75.000, t3=100.000, total=250.000]
Counter[flat='47', number='21967923', date=null, t1=96.097, t2=25.995, t3=129.616, total=251.708]
Counter[flat='4', number='21967572', date=null, t1=76.230, t2=64.935, t3=114.434, total=255.599]
Counter[flat='36', number='21712963', date=null, t1=80.522, t2=63.237, t3=112.746, total=256.505]
Counter[flat='58', number='21967732', date=null, t1=98.647, t2=57.835, t3=106.883, total=263.365]
Counter[flat='112', number='21971429', date=null, t1=93.361, t2=56.346, t3=130.968, total=280.675]
Counter[flat='121', number='21971370', date=null, t1=100.338, t2=44.678, t3=136.347, total=281.363]
Counter[flat='128', number='21968471', date=null, t1=99.253, t2=61.585, t3=121.865, total=282.703]
Counter[flat='18', number='2025-14000018', date=null, t1=100.000, t2=65.000, t3=120.000, total=285.000]
Counter[flat='96', number='21968073', date=null, t1=75.503, t2=44.760, t3=169.790, total=290.053]
Counter[flat='94', number='21967987', date=null, t1=112.101, t2=49.238, t3=132.743, total=294.082]
Counter[flat='52', number='21666543', date=null, t1=94.883, t2=49.193, t3=154.350, total=298.426]
Counter[flat='9', number='21948896', date=null, t1=112.462, t2=59.454, t3=144.573, total=316.489]
Counter[flat='97', number='21967959', date=null, t1=92.464, t2=116.907, t3=112.348, total=321.719]
Counter[flat='28', number='21666499', date=null, t1=108.324, t2=115.190, t3=103.296, total=326.810]
Counter[flat='46', number='2025-14000046', date=null, t1=120.000, t2=75.000, t3=150.000, total=345.000]
Counter[flat='49', number='21666570', date=null, t1=137.196, t2=62.548, t3=151.854, total=351.598]
Counter[flat='126', number='21949403', date=null, t1=115.944, t2=94.378, t3=143.868, total=354.190]
Counter[flat='55', number='21967879', date=null, t1=104.526, t2=93.632, t3=159.570, total=357.728]
Counter[flat='72', number='21967501', date=null, t1=127.719, t2=104.981, t3=158.556, total=391.256]
Counter[flat='16', number='21666895', date=null, t1=148.601, t2=104.191, t3=166.517, total=419.309]
Counter[flat='77', number='21968450', date=null, t1=151.516, t2=106.597, t3=189.800, total=447.913]
Counter[flat='7', number='21712970', date=null, t1=157.268, t2=106.865, t3=213.322, total=477.455]
Counter[flat='13', number='21967904', date=null, t1=203.096, t2=140.355, t3=158.025, total=501.476]
Counter[flat='25', number='21667083', date=null, t1=198.961, t2=142.744, t3=214.693, total=556.398]
Counter[flat='127', number='21967896', date=null, t1=178.845, t2=140.195, t3=250.288, total=569.328]
Counter[flat='45', number='21666907', date=null, t1=188.561, t2=35.992, t3=416.892, total=641.445]
Counter[flat='1', number='21666896', date=null, t1=228.624, t2=186.712, t3=316.270, total=731.606]
Counter[flat='39', number='21666569', date=null, t1=200.000, t2=30.000, t3=507.654, total=737.654]
Counter[flat='31', number='21712977', date=null, t1=217.954, t2=223.537, t3=301.150, total=742.641]
Counter[flat='85', number='21967450', date=null, t1=286.143, t2=232.416, t3=407.877, total=926.436]
