Counter[flat='139', number='21967531', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='22', number='21968052', date=null, t1=59.484, t2=16.753, t3=66.876, total=143.113]
Counter[flat='4', number='21967572', date=null, t1=41.367, t2=46.077, t3=56.417, total=143.861]
Counter[flat='42', number='21666910', date=null, t1=57.500, t2=19.239, t3=67.529, total=144.268]
Counter[flat='34', number='21712954', date=null, t1=58.484, t2=29.163, t3=58.545, total=146.192]
Counter[flat='78', number='40628580', date=null, t1=126.688, t2=21.696, t3=0.000, total=148.384]
Counter[flat='104', number='21971388', date=null, t1=60.369, t2=23.790, t3=64.353, total=148.512]
Counter[flat='92', number='21967967', date=null, t1=36.600, t2=35.524, t3=77.331, total=149.455]
Counter[flat='141', number='21967535', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='138', number='21967900', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='11', number='21949329', date=null, t1=37.136, t2=33.166, t3=80.257, total=150.559]
Counter[flat='72', number='21967501', date=null, t1=50.603, t2=31.421, t3=69.141, total=151.165]
Counter[flat='90', number='21968383', date=null, t1=51.174, t2=37.955, t3=64.481, total=153.610]
Counter[flat='57', number='21967809', date=null, t1=44.131, t2=53.072, t3=59.481, total=156.684]
Counter[flat='109', number='21949350', date=null, t1=50.187, t2=48.258, t3=61.144, total=159.589]
Counter[flat='115', number='21967511', date=null, t1=42.644, t2=63.791, t3=57.166, total=163.601]
Counter[flat='120', number='21967526', date=null, t1=47.550, t2=34.651, t3=84.346, total=166.547]
Counter[flat='67', number='21967528', date=null, t1=63.317, t2=28.058, t3=86.378, total=177.753]
Counter[flat='79', number='21967555', date=null, t1=61.391, t2=33.658, t3=83.788, total=178.837]
Counter[flat='121', number='21971370', date=null, t1=61.852, t2=23.812, t3=95.108, total=180.772]
Counter[flat='77', number='21968450', date=null, t1=49.382, t2=61.457, t3=70.372, total=181.211]
Counter[flat='132', number='21967848', date=null, t1=56.434, t2=51.237, t3=75.244, total=182.915]
Counter[flat='114', number='21949338', date=null, t1=63.143, t2=35.092, t3=87.494, total=185.729]
Counter[flat='144', number='21968041', date=null, t1=64.320, t2=29.449, t3=92.124, total=185.893]
Counter[flat='63', number='21968441', date=null, t1=78.915, t2=23.846, t3=85.741, total=188.502]
Counter[flat='12', number='21948923', date=null, t1=60.808, t2=53.749, t3=74.100, total=188.657]
Counter[flat='96', number='21968073', date=null, t1=57.082, t2=40.851, t3=91.308, total=189.241]
Counter[flat='82', number='21967513', date=null, t1=71.519, t2=23.356, t3=95.620, total=190.495]
Counter[flat='93', number='21967981', date=null, t1=61.390, t2=26.705, t3=102.607, total=190.702]
Counter[flat='33', number='21948916', date=null, t1=100.000, t2=30.000, t3=75.000, total=205.000]
Counter[flat='125', number='21949344', date=null, t1=69.298, t2=42.522, t3=98.069, total=209.889]
Counter[flat='128', number='21968471', date=null, t1=61.928, t2=63.458, t3=86.974, total=212.360]
Counter[flat='123', number='21949395', date=null, t1=94.455, t2=33.502, t3=87.532, total=215.489]
Counter[flat='112', number='21971429', date=null, t1=76.165, t2=30.469, t3=110.344, total=216.978]
Counter[flat='95', number='21967997', date=null, t1=60.227, t2=48.369, t3=109.802, total=218.398]
Counter[flat='18', number='21967958', date=null, t1=80.000, t2=50.000, t3=110.000, total=240.000]
Counter[flat='40', number='21666557', date=null, t1=135.000, t2=70.000, t3=47.987, total=252.987]
Counter[flat='46', number='21967731', date=null, t1=85.000, t2=75.000, t3=100.000, total=260.000]
Counter[flat='16', number='21666895', date=null, t1=100.073, t2=34.611, t3=128.684, total=263.368]
Counter[flat='36', number='21712963', date=null, t1=86.321, t2=57.504, t3=122.315, total=266.140]
Counter[flat='52', number='21666543', date=null, t1=98.363, t2=63.971, t3=131.709, total=294.043]
Counter[flat='61', number='21968453', date=null, t1=113.213, t2=35.270, t3=147.808, total=296.291]
Counter[flat='13', number='21967904', date=null, t1=104.459, t2=75.006, t3=118.803, total=298.268]
Counter[flat='59', number='21968016', date=null, t1=114.321, t2=79.599, t3=115.237, total=309.157]
Counter[flat='49', number='21666570', date=null, t1=121.658, t2=67.068, t3=127.408, total=316.134]
Counter[flat='55', number='21967879', date=null, t1=95.216, t2=99.365, t3=138.605, total=333.186]
Counter[flat='9', number='21948896', date=null, t1=100.440, t2=119.094, t3=123.345, total=342.879]
Counter[flat='126', number='21949403', date=null, t1=128.151, t2=95.454, t3=156.655, total=380.260]
Counter[flat='37', number='21666539', date=null, t1=115.020, t2=127.538, t3=143.286, total=385.844]
Counter[flat='113', number='21949380', date=null, t1=121.536, t2=117.318, t3=154.897, total=393.751]
Counter[flat='50', number='21666901', date=null, t1=122.192, t2=182.211, t3=159.783, total=464.186]
Counter[flat='74', number='21968454', date=null, t1=150.105, t2=167.492, t3=197.993, total=515.590]
Counter[flat='7', number='21712970', date=null, t1=176.296, t2=140.647, t3=220.732, total=537.675]
Counter[flat='31', number='21712977', date=null, t1=177.391, t2=148.864, t3=227.156, total=553.411]
Counter[flat='28', number='21666499', date=null, t1=179.333, t2=167.297, t3=232.010, total=578.640]
Counter[flat='85', number='21967450', date=null, t1=213.770, t2=181.006, t3=282.671, total=677.447]
Counter[flat='1', number='21666896', date=null, t1=221.489, t2=164.363, t3=339.406, total=725.258]
Counter[flat='25', number='21667083', date=null, t1=233.447, t2=280.733, t3=246.149, total=760.329]
Counter[flat='127', number='21967896', date=null, t1=356.680, t2=366.680, t3=440.745, total=1164.105]
