Counter[flat='139', number='21967531', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='27', number='21666500', date=null, t1=24.682, t2=13.384, t3=37.995, total=76.061]
Counter[flat='88', number='21967504', date=null, t1=27.706, t2=11.330, t3=39.889, total=78.925]
Counter[flat='140', number='21967475', date=null, t1=25.717, t2=21.298, t3=32.873, total=79.888]
Counter[flat='99', number='21968207', date=null, t1=29.125, t2=15.133, t3=36.362, total=80.620]
Counter[flat='44', number='21967861', date=null, t1=25.258, t2=21.434, t3=36.361, total=83.053]
Counter[flat='43', number='21712964', date=null, t1=23.389, t2=26.782, t3=33.224, total=83.395]
Counter[flat='131', number='21968035', date=null, t1=22.692, t2=32.791, t3=31.277, total=86.760]
Counter[flat='53', number='21666929', date=null, t1=30.565, t2=19.286, t3=38.247, total=88.098]
Counter[flat='86', number='21967885', date=null, t1=26.241, t2=23.364, t3=38.699, total=88.304]
Counter[flat='122', number='21949370', date=null, t1=28.415, t2=24.923, t3=40.306, total=93.644]
Counter[flat='3', number='21967585', date=null, t1=35.487, t2=19.947, t3=41.259, total=96.693]
Counter[flat='70', number='21967516', date=null, t1=24.144, t2=31.755, t3=41.217, total=97.116]
Counter[flat='10', number='21967590', date=null, t1=32.057, t2=29.186, t3=36.013, total=97.256]
Counter[flat='23', number='21967854', date=null, t1=41.676, t2=13.215, t3=43.691, total=98.582]
Counter[flat='87', number='21967753', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='134', number='21967568', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='91', number='21968076', date=null, t1=28.813, t2=30.605, t3=40.656, total=100.074]
Counter[flat='135', number='21967542', date=null, t1=34.440, t2=29.144, t3=37.592, total=101.176]
Counter[flat='118', number='21971416', date=null, t1=34.389, t2=33.139, t3=33.920, total=101.448]
Counter[flat='21', number='21968025', date=null, t1=25.769, t2=22.958, t3=53.903, total=102.630]
Counter[flat='136', number='21967551', date=null, t1=35.000, t2=35.000, t3=35.000, total=105.000]
Counter[flat='59', number='21968016', date=null, t1=45.081, t2=22.333, t3=38.870, total=106.284]
Counter[flat='56', number='21968075', date=null, t1=30.941, t2=31.993, t3=44.296, total=107.230]
Counter[flat='103', number='21971417', date=null, t1=38.871, t2=24.943, t3=43.719, total=107.533]
Counter[flat='30', number='21667094', date=null, t1=47.149, t2=15.460, t3=45.424, total=108.033]
Counter[flat='51', number='21666920', date=null, t1=49.812, t2=15.379, t3=43.797, total=108.988]
Counter[flat='29', number='21667085', date=null, t1=38.989, t2=13.508, t3=57.360, total=109.857]
Counter[flat='133', number='21967899', date=null, t1=37.130, t2=26.363, t3=48.438, total=111.931]
Counter[flat='81', number='21967486', date=null, t1=41.643, t2=25.085, t3=47.752, total=114.480]
Counter[flat='26', number='21666497', date=null, t1=57.913, t2=14.584, t3=43.819, total=116.316]
Counter[flat='84', number='21967477', date=null, t1=32.500, t2=28.156, t3=58.318, total=118.974]
Counter[flat='15', number='21666510', date=null, t1=46.754, t2=31.508, t3=41.129, total=119.391]
Counter[flat='24', number='21968031', date=null, t1=34.371, t2=33.954, t3=51.373, total=119.698]
Counter[flat='105', number='21971386', date=null, t1=40.000, t2=25.000, t3=55.000, total=120.000]
Counter[flat='2', number='21949330', date=null, t1=40.783, t2=32.977, t3=49.519, total=123.279]
Counter[flat='58', number='21967732', date=null, t1=27.279, t2=43.170, t3=52.874, total=123.323]
Counter[flat='119', number='21967973', date=null, t1=36.181, t2=36.162, t3=52.174, total=124.517]
Counter[flat='47', number='21967923', date=null, t1=47.263, t2=28.749, t3=48.719, total=124.731]
Counter[flat='129', number='21967906', date=null, t1=46.119, t2=29.959, t3=49.625, total=125.703]
Counter[flat='34', number='21712954', date=null, t1=58.421, t2=18.387, t3=50.012, total=126.820]
Counter[flat='98', number='21967964', date=null, t1=46.651, t2=28.972, t3=52.818, total=128.441]
Counter[flat='142', number='21968032', date=null, t1=36.029, t2=42.924, t3=51.057, total=130.010]
Counter[flat='35', number='21948913', date=null, t1=24.238, t2=57.041, t3=50.277, total=131.556]
Counter[flat='50', number='21666901', date=null, t1=24.820, t2=49.652, t3=57.703, total=132.175]
Counter[flat='32', number='21712993', date=null, t1=39.620, t2=34.343, t3=62.701, total=136.664]
Counter[flat='111', number='21949373', date=null, t1=54.406, t2=27.350, t3=56.601, total=138.357]
Counter[flat='73', number='21967479', date=null, t1=40.787, t2=52.259, t3=46.489, total=139.535]
Counter[flat='109', number='21949350', date=null, t1=44.961, t2=42.244, t3=53.391, total=140.596]
Counter[flat='39', number='21666569', date=null, t1=63.579, t2=15.638, t3=63.849, total=143.066]
Counter[flat='22', number='21968052', date=null, t1=60.033, t2=19.811, t3=64.727, total=144.571]
Counter[flat='80', number='21967506', date=null, t1=55.256, t2=35.765, t3=54.151, total=145.172]
Counter[flat='120', number='21967526', date=null, t1=42.961, t2=30.346, t3=74.475, total=147.782]
Counter[flat='130', number='21967952', date=null, t1=56.565, t2=29.438, t3=62.132, total=148.135]
Counter[flat='141', number='21967535', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='138', number='21967900', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='11', number='21949329', date=null, t1=39.571, t2=47.996, t3=62.622, total=150.189]
Counter[flat='8', number='21967610', date=null, t1=42.861, t2=43.000, t3=64.851, total=150.712]
Counter[flat='101', number='21967802', date=null, t1=55.313, t2=18.831, t3=76.938, total=151.082]
Counter[flat='137', number='21967213', date=null, t1=39.721, t2=51.529, t3=61.857, total=153.107]
Counter[flat='92', number='21967967', date=null, t1=51.060, t2=39.582, t3=64.225, total=154.867]
Counter[flat='79', number='21967555', date=null, t1=59.216, t2=28.540, t3=68.745, total=156.501]
Counter[flat='4', number='21967572', date=null, t1=42.650, t2=56.902, t3=58.190, total=157.742]
Counter[flat='78', number='40628580', date=null, t1=136.000, t2=25.492, t3=0.000, total=161.492]
Counter[flat='115', number='21967511', date=null, t1=47.467, t2=43.717, t3=72.760, total=163.944]
Counter[flat='12', number='21948923', date=null, t1=54.306, t2=48.221, t3=65.773, total=168.300]
Counter[flat='42', number='21666910', date=null, t1=71.293, t2=23.228, t3=76.547, total=171.068]
Counter[flat='54', number='21666917', date=null, t1=64.464, t2=26.071, t3=81.684, total=172.219]
Counter[flat='90', number='21968383', date=null, t1=55.685, t2=57.458, t3=60.008, total=173.151]
Counter[flat='57', number='21967809', date=null, t1=40.046, t2=66.831, t3=67.957, total=174.834]
Counter[flat='16', number='21666895', date=null, t1=61.566, t2=32.094, t3=86.795, total=180.455]
Counter[flat='93', number='21967981', date=null, t1=77.091, t2=28.879, t3=76.588, total=182.558]
Counter[flat='104', number='21971388', date=null, t1=77.318, t2=30.096, t3=77.203, total=184.617]
Counter[flat='67', number='21967528', date=null, t1=82.452, t2=23.679, t3=79.551, total=185.682]
Counter[flat='123', number='21949395', date=null, t1=78.676, t2=36.603, t3=76.345, total=191.624]
Counter[flat='52', number='21666543', date=null, t1=64.592, t2=50.802, t3=81.790, total=197.184]
Counter[flat='144', number='21968041', date=null, t1=73.899, t2=32.944, t3=92.165, total=199.008]
Counter[flat='117', number='21967206', date=null, t1=58.487, t2=45.776, t3=95.699, total=199.962]
Counter[flat='33', number='21948916', date=null, t1=100.000, t2=30.000, t3=75.000, total=205.000]
Counter[flat='97', number='21967959', date=null, t1=67.734, t2=59.912, t3=77.607, total=205.253]
Counter[flat='114', number='21949338', date=null, t1=76.714, t2=39.684, t3=88.960, total=205.358]
Counter[flat='121', number='21971370', date=null, t1=74.618, t2=25.570, t3=105.352, total=205.540]
Counter[flat='82', number='21967513', date=null, t1=75.562, t2=30.279, t3=104.141, total=209.982]
Counter[flat='9', number='21948896', date=null, t1=66.813, t2=70.113, t3=86.636, total=223.562]
Counter[flat='96', number='21968073', date=null, t1=88.459, t2=47.295, t3=93.431, total=229.185]
Counter[flat='63', number='21968441', date=null, t1=107.285, t2=24.750, t3=102.123, total=234.158]
Counter[flat='112', number='21971429', date=null, t1=84.526, t2=34.984, t3=120.750, total=240.260]
Counter[flat='125', number='21949344', date=null, t1=104.662, t2=42.171, t3=104.134, total=250.967]
Counter[flat='40', number='21666557', date=null, t1=135.000, t2=70.000, t3=49.906, total=254.906]
Counter[flat='36', number='21712963', date=null, t1=77.778, t2=58.109, t3=123.006, total=258.893]
Counter[flat='46', number='21967731', date=null, t1=85.000, t2=75.000, t3=100.000, total=260.000]
Counter[flat='18', number='21967958', date=null, t1=100.000, t2=50.000, t3=110.000, total=260.000]
Counter[flat='128', number='21968471', date=null, t1=82.371, t2=73.144, t3=108.194, total=263.709]
Counter[flat='13', number='21967904', date=null, t1=110.448, t2=68.629, t3=95.760, total=274.837]
Counter[flat='95', number='21967997', date=null, t1=95.281, t2=56.695, t3=133.039, total=285.015]
Counter[flat='61', number='21968453', date=null, t1=111.779, t2=39.053, t3=136.316, total=287.148]
Counter[flat='28', number='21666499', date=null, t1=81.922, t2=142.713, t3=66.360, total=290.995]
Counter[flat='55', number='21967879', date=null, t1=91.541, t2=91.501, t3=135.448, total=318.490]
Counter[flat='77', number='21968450', date=null, t1=88.144, t2=117.048, t3=121.167, total=326.359]
Counter[flat='113', number='21949380', date=null, t1=119.175, t2=116.097, t3=136.603, total=371.875]
Counter[flat='132', number='21967848', date=null, t1=120.500, t2=115.926, t3=146.800, total=383.226]
Counter[flat='126', number='21949403', date=null, t1=131.234, t2=85.841, t3=166.289, total=383.364]
Counter[flat='74', number='21968454', date=null, t1=134.151, t2=140.958, t3=180.375, total=455.484]
Counter[flat='49', number='21666570', date=null, t1=168.511, t2=78.675, t3=211.976, total=459.162]
Counter[flat='25', number='21667083', date=null, t1=208.096, t2=146.821, t3=250.637, total=605.554]
Counter[flat='31', number='21712977', date=null, t1=194.125, t2=198.579, t3=233.860, total=626.564]
Counter[flat='7', number='21712970', date=null, t1=226.802, t2=209.402, t3=277.940, total=714.144]
Counter[flat='1', number='21666896', date=null, t1=218.124, t2=179.163, t3=339.319, total=736.606]
Counter[flat='85', number='21967450', date=null, t1=245.141, t2=190.680, t3=308.614, total=744.435]
Counter[flat='37', number='21666539', date=null, t1=219.589, t2=244.104, t3=294.419, total=758.112]
Counter[flat='127', number='21967896', date=null, t1=337.371, t2=338.732, t3=419.112, total=1095.215]
