Counter[flat='139', number='21967531', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='64', number='21968468', date=null, t1=24.176, t2=22.768, t3=29.008, total=75.952]
Counter[flat='84', number='21967477', date=null, t1=23.816, t2=24.582, t3=32.217, total=80.615]
Counter[flat='131', number='21968035', date=null, t1=22.500, t2=28.686, t3=30.486, total=81.672]
Counter[flat='135', number='21967542', date=null, t1=23.917, t2=23.591, t3=34.460, total=81.968]
Counter[flat='99', number='21968207', date=null, t1=27.048, t2=18.587, t3=37.352, total=82.987]
Counter[flat='83', number='21968203', date=null, t1=30.454, t2=14.314, t3=39.723, total=84.491]
Counter[flat='88', number='21967504', date=null, t1=30.995, t2=13.711, t3=40.997, total=85.703]
Counter[flat='70', number='21967516', date=null, t1=23.200, t2=28.103, t3=37.697, total=89.000]
Counter[flat='43', number='21712964', date=null, t1=25.736, t2=25.265, t3=38.250, total=89.251]
Counter[flat='3', number='21967585', date=null, t1=36.602, t2=18.732, t3=34.863, total=90.197]
Counter[flat='38', number='21666552', date=null, t1=31.893, t2=19.279, t3=39.174, total=90.346]
Counter[flat='53', number='21666929', date=null, t1=28.702, t2=20.935, t3=40.814, total=90.451]
Counter[flat='51', number='21666920', date=null, t1=33.999, t2=19.771, t3=37.905, total=91.675]
Counter[flat='35', number='21948913', date=null, t1=14.642, t2=50.453, t3=28.277, total=93.372]
Counter[flat='103', number='21971417', date=null, t1=34.583, t2=24.557, t3=35.658, total=94.798]
Counter[flat='44', number='21967861', date=null, t1=28.293, t2=28.656, t3=39.631, total=96.580]
Counter[flat='21', number='21968025', date=null, t1=22.767, t2=23.337, t3=51.268, total=97.372]
Counter[flat='116', number='21968082', date=null, t1=25.135, t2=32.075, t3=41.092, total=98.302]
Counter[flat='86', number='21967885', date=null, t1=25.000, t2=25.000, t3=50.000, total=100.000]
Counter[flat='87', number='21967753', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='134', number='21967568', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='142', number='21968032', date=null, t1=21.828, t2=44.151, t3=34.641, total=100.620]
Counter[flat='122', number='21949370', date=null, t1=33.201, t2=27.965, t3=40.576, total=101.742]
Counter[flat='136', number='21967551', date=null, t1=35.000, t2=35.000, t3=35.000, total=105.000]
Counter[flat='56', number='21968075', date=null, t1=31.587, t2=31.664, t3=42.999, total=106.250]
Counter[flat='110', number='21949389', date=null, t1=31.593, t2=23.845, t3=55.898, total=111.336]
Counter[flat='32', number='21712993', date=null, t1=38.847, t2=26.559, t3=46.711, total=112.117]
Counter[flat='77', number='21968450', date=null, t1=20.835, t2=39.934, t3=53.417, total=114.186]
Counter[flat='91', number='21968076', date=null, t1=30.758, t2=36.779, t3=47.112, total=114.649]
Counter[flat='39', number='21666569', date=null, t1=51.042, t2=13.167, t3=50.812, total=115.021]
Counter[flat='133', number='21967899', date=null, t1=39.635, t2=29.106, t3=48.344, total=117.085]
Counter[flat='119', number='21967973', date=null, t1=35.867, t2=33.666, t3=48.601, total=118.134]
Counter[flat='90', number='21968383', date=null, t1=39.852, t2=27.974, t3=51.253, total=119.079]
Counter[flat='26', number='21666497', date=null, t1=50.808, t2=18.620, t3=49.873, total=119.301]
Counter[flat='105', number='21971386', date=null, t1=40.000, t2=25.000, t3=55.000, total=120.000]
Counter[flat='10', number='21967590', date=null, t1=34.563, t2=42.194, t3=43.366, total=120.123]
Counter[flat='15', number='21666510', date=null, t1=38.824, t2=34.209, t3=47.938, total=120.971]
Counter[flat='24', number='21968031', date=null, t1=37.655, t2=31.091, t3=52.645, total=121.391]
Counter[flat='8', number='21967610', date=null, t1=42.194, t2=27.691, t3=51.546, total=121.431]
Counter[flat='23', number='21967854', date=null, t1=41.560, t2=15.709, t3=64.181, total=121.450]
Counter[flat='129', number='21967906', date=null, t1=38.635, t2=28.657, t3=54.690, total=121.982]
Counter[flat='22', number='21968052', date=null, t1=43.638, t2=22.192, t3=56.605, total=122.435]
Counter[flat='47', number='21967923', date=null, t1=48.439, t2=25.438, t3=48.573, total=122.450]
Counter[flat='2', number='21949330', date=null, t1=43.242, t2=35.954, t3=48.534, total=127.730]
Counter[flat='140', number='21967475', date=null, t1=41.719, t2=26.954, t3=60.027, total=128.700]
Counter[flat='62', number='21971329', date=null, t1=56.918, t2=21.799, t3=50.405, total=129.122]
Counter[flat='29', number='21667085', date=null, t1=41.730, t2=38.103, t3=50.425, total=130.258]
Counter[flat='63', number='21968441', date=null, t1=50.157, t2=28.022, t3=53.168, total=131.347]
Counter[flat='59', number='21968016', date=null, t1=52.860, t2=32.292, t3=46.603, total=131.755]
Counter[flat='101', number='21967802', date=null, t1=47.661, t2=20.044, t3=75.393, total=143.098]
Counter[flat='109', number='21949350', date=null, t1=44.286, t2=44.012, t3=55.045, total=143.343]
Counter[flat='98', number='21967964', date=null, t1=53.024, t2=30.591, t3=60.975, total=144.590]
Counter[flat='118', number='21971416', date=null, t1=47.402, t2=32.138, t3=68.456, total=147.996]
Counter[flat='141', number='21967535', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='138', number='21967900', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='80', number='21967506', date=null, t1=53.441, t2=41.396, t3=56.891, total=151.728]
Counter[flat='34', number='21712954', date=null, t1=62.279, t2=24.752, t3=66.941, total=153.972]
Counter[flat='11', number='21949329', date=null, t1=42.839, t2=50.203, t3=61.665, total=154.707]
Counter[flat='92', number='21967967', date=null, t1=43.887, t2=42.441, t3=71.136, total=157.464]
Counter[flat='50', number='21666901', date=null, t1=40.525, t2=67.958, t3=49.484, total=157.967]
Counter[flat='78', number='40628580', date=null, t1=129.595, t2=28.386, t3=0.000, total=157.981]
Counter[flat='93', number='21967981', date=null, t1=57.117, t2=33.616, t3=67.818, total=158.551]
Counter[flat='120', number='21967526', date=null, t1=48.143, t2=28.139, t3=83.146, total=159.428]
Counter[flat='117', number='21967206', date=null, t1=54.173, t2=30.039, t3=76.862, total=161.074]
Counter[flat='130', number='21967952', date=null, t1=57.257, t2=38.194, t3=66.872, total=162.323]
Counter[flat='115', number='21967511', date=null, t1=50.725, t2=38.150, t3=74.758, total=163.633]
Counter[flat='114', number='21949338', date=null, t1=52.609, t2=34.614, t3=80.125, total=167.348]
Counter[flat='81', number='21967486', date=null, t1=43.332, t2=71.876, t3=56.926, total=172.134]
Counter[flat='57', number='21967809', date=null, t1=47.492, t2=63.074, t3=65.343, total=175.909]
Counter[flat='123', number='21949395', date=null, t1=67.673, t2=34.817, t3=77.396, total=179.886]
Counter[flat='42', number='21666910', date=null, t1=76.090, t2=25.472, t3=82.098, total=183.660]
Counter[flat='125', number='21949344', date=null, t1=69.616, t2=35.525, t3=79.983, total=185.124]
Counter[flat='79', number='21967555', date=null, t1=63.615, t2=39.563, t3=82.320, total=185.498]
Counter[flat='144', number='21968041', date=null, t1=61.694, t2=37.078, t3=93.655, total=192.427]
Counter[flat='4', number='21967572', date=null, t1=51.165, t2=68.783, t3=73.859, total=193.807]
Counter[flat='104', number='21971388', date=null, t1=81.033, t2=32.935, t3=87.442, total=201.410]
Counter[flat='54', number='21666917', date=null, t1=76.078, t2=28.103, t3=98.147, total=202.328]
Counter[flat='40', number='21666557', date=null, t1=135.000, t2=70.000, t3=0.000, total=205.000]
Counter[flat='33', number='21948916', date=null, t1=100.000, t2=30.000, t3=75.000, total=205.000]
Counter[flat='12', number='21948923', date=null, t1=59.522, t2=63.826, t3=81.760, total=205.108]
Counter[flat='67', number='21967528', date=null, t1=78.621, t2=26.532, t3=102.823, total=207.976]
Counter[flat='113', number='21949380', date=null, t1=62.300, t2=72.582, t3=73.344, total=208.226]
Counter[flat='121', number='21971370', date=null, t1=71.374, t2=34.363, t3=109.922, total=215.659]
Counter[flat='82', number='21967513', date=null, t1=78.361, t2=24.087, t3=118.883, total=221.331]
Counter[flat='96', number='21968073', date=null, t1=77.084, t2=43.165, t3=105.148, total=225.397]
Counter[flat='9', number='21948896', date=null, t1=81.806, t2=57.726, t3=94.442, total=233.974]
Counter[flat='128', number='21968471', date=null, t1=70.655, t2=67.362, t3=97.751, total=235.768]
Counter[flat='52', number='21666543', date=null, t1=70.961, t2=59.209, t3=111.670, total=241.840]
Counter[flat='13', number='21967904', date=null, t1=95.973, t2=54.185, t3=99.054, total=249.212]
Counter[flat='95', number='21967997', date=null, t1=75.807, t2=49.519, t3=123.928, total=249.254]
Counter[flat='16', number='21666895', date=null, t1=83.764, t2=47.957, t3=122.496, total=254.217]
Counter[flat='55', number='21967879', date=null, t1=66.831, t2=67.756, t3=120.610, total=255.197]
Counter[flat='46', number='21967731', date=null, t1=85.000, t2=75.000, t3=100.000, total=260.000]
Counter[flat='18', number='21967958', date=null, t1=100.000, t2=50.000, t3=110.000, total=260.000]
Counter[flat='36', number='21712963', date=null, t1=90.375, t2=61.245, t3=115.652, total=267.272]
Counter[flat='112', number='21971429', date=null, t1=93.512, t2=44.452, t3=136.962, total=274.926]
Counter[flat='97', number='21967959', date=null, t1=76.289, t2=88.473, t3=112.294, total=277.056]
Counter[flat='37', number='21666539', date=null, t1=83.374, t2=90.294, t3=109.478, total=283.146]
Counter[flat='28', number='21666499', date=null, t1=83.424, t2=121.984, t3=91.932, total=297.340]
Counter[flat='132', number='21967848', date=null, t1=87.695, t2=80.161, t3=132.379, total=300.235]
Counter[flat='61', number='21968453', date=null, t1=116.658, t2=49.814, t3=156.765, total=323.237]
Counter[flat='126', number='21949403', date=null, t1=109.192, t2=71.349, t3=144.091, total=324.632]
Counter[flat='7', number='21712970', date=null, t1=105.818, t2=82.224, t3=147.653, total=335.695]
Counter[flat='49', number='21666570', date=null, t1=139.384, t2=82.494, t3=191.258, total=413.136]
Counter[flat='74', number='21968454', date=null, t1=131.194, t2=146.145, t3=177.611, total=454.950]
Counter[flat='127', number='21967896', date=null, t1=192.771, t2=189.842, t3=277.602, total=660.215]
Counter[flat='25', number='21667083', date=null, t1=236.587, t2=149.871, t3=275.562, total=662.020]
Counter[flat='31', number='21712977', date=null, t1=219.870, t2=231.770, t3=296.869, total=748.509]
Counter[flat='85', number='21967450', date=null, t1=260.390, t2=211.442, t3=340.686, total=812.518]
Counter[flat='1', number='21666896', date=null, t1=292.451, t2=233.034, t3=413.243, total=938.728]
