Counter[flat='6', number='21712947', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='66', number='21968442', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='106', number='21967200', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='19', number='21967946', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='139', number='21967531', date=null, t1=0.315, t2=0.330, t3=0.342, total=0.987]
Counter[flat='12', number='21948923', date=null, t1=7.176, t2=8.216, t3=9.509, total=24.901]
Counter[flat='143', number='21967509', date=null, t1=4.359, t2=0.000, t3=26.082, total=30.441]
Counter[flat='102', number='21968242', date=null, t1=9.429, t2=10.982, t3=12.099, total=32.510]
Counter[flat='111', number='21949373', date=null, t1=13.496, t2=7.746, t3=14.963, total=36.205]
Counter[flat='100', number='21967497', date=null, t1=15.061, t2=6.629, t3=18.034, total=39.724]
Counter[flat='58', number='21967732', date=null, t1=11.879, t2=13.304, t3=14.994, total=40.177]
Counter[flat='124', number='21949405', date=null, t1=12.673, t2=13.579, t3=15.758, total=42.010]
Counter[flat='108', number='21968246', date=null, t1=9.253, t2=0.000, t3=37.502, total=46.755]
Counter[flat='45', number='21666907', date=null, t1=15.260, t2=17.369, t3=20.992, total=53.621]
Counter[flat='73', number='21967479', date=null, t1=16.005, t2=17.597, t3=21.034, total=54.636]
Counter[flat='65', number='21968139', date=null, t1=21.934, t2=16.105, t3=19.777, total=57.816]
Counter[flat='5', number='21712960', date=null, t1=21.873, t2=13.787, t3=23.272, total=58.932]
Counter[flat='75', number='21968458', date=null, t1=20.160, t2=17.073, t3=22.894, total=60.127]
Counter[flat='89', number='21967810', date=null, t1=25.000, t2=20.000, t3=20.000, total=65.000]
Counter[flat='20', number='21968040', date=null, t1=25.723, t2=18.023, t3=26.427, total=70.173]
Counter[flat='42', number='21666910', date=null, t1=34.078, t2=17.553, t3=19.176, total=70.807]
Counter[flat='116', number='21968082', date=null, t1=21.875, t2=21.510, t3=30.256, total=73.641]
Counter[flat='68', number='21967522', date=null, t1=21.577, t2=24.391, t3=28.048, total=74.016]
Counter[flat='14', number='21967940', date=null, t1=20.000, t2=30.000, t3=25.000, total=75.000]
Counter[flat='17', number='21968056', date=null, t1=28.867, t2=23.467, t3=23.467, total=75.801]
Counter[flat='91', number='21968076', date=null, t1=24.241, t2=27.235, t3=25.064, total=76.540]
Counter[flat='38', number='21666552', date=null, t1=25.809, t2=19.429, t3=34.649, total=79.887]
Counter[flat='83', number='21968203', date=null, t1=28.718, t2=14.001, t3=38.645, total=81.364]
Counter[flat='107', number='21971375', date=null, t1=21.211, t2=33.534, t3=28.747, total=83.492]
Counter[flat='135', number='21967542', date=null, t1=27.784, t2=19.022, t3=36.969, total=83.775]
Counter[flat='99', number='21968207', date=null, t1=30.263, t2=18.401, t3=37.182, total=85.846]
Counter[flat='32', number='21712993', date=null, t1=28.707, t2=25.795, t3=33.480, total=87.982]
Counter[flat='44', number='21967861', date=null, t1=33.391, t2=21.242, t3=37.039, total=91.672]
Counter[flat='125', number='21949344', date=null, t1=41.509, t2=16.381, t3=35.349, total=93.239]
Counter[flat='35', number='21948913', date=null, t1=24.277, t2=41.947, t3=31.230, total=97.454]
Counter[flat='3', number='21967585', date=null, t1=38.754, t2=21.062, t3=38.723, total=98.539]
Counter[flat='71', number='21967505', date=null, t1=24.237, t2=23.167, t3=51.280, total=98.684]
Counter[flat='88', number='21967504', date=null, t1=32.937, t2=13.838, t3=53.056, total=99.831]
Counter[flat='86', number='21967885', date=null, t1=25.000, t2=25.000, t3=50.000, total=100.000]
Counter[flat='87', number='21967753', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='134', number='21967568', date=null, t1=30.000, t2=20.000, t3=50.000, total=100.000]
Counter[flat='43', number='21712964', date=null, t1=23.422, t2=27.944, t3=49.126, total=100.492]
Counter[flat='21', number='21968025', date=null, t1=38.330, t2=19.014, t3=44.660, total=102.004]
Counter[flat='51', number='21666920', date=null, t1=45.005, t2=18.324, t3=40.619, total=103.948]
Counter[flat='133', number='21967899', date=null, t1=37.013, t2=24.979, t3=42.982, total=104.974]
Counter[flat='136', number='21967551', date=null, t1=35.000, t2=35.000, t3=35.000, total=105.000]
Counter[flat='41', number='21666577', date=null, t1=33.331, t2=21.609, t3=50.138, total=105.078]
Counter[flat='103', number='21971417', date=null, t1=41.018, t2=26.087, t3=44.677, total=111.782]
Counter[flat='27', number='21666500', date=null, t1=40.537, t2=17.259, t3=54.191, total=111.987]
Counter[flat='24', number='21968031', date=null, t1=40.188, t2=28.123, t3=45.153, total=113.464]
Counter[flat='122', number='21949370', date=null, t1=37.028, t2=28.785, t3=48.325, total=114.138]
Counter[flat='105', number='21971386', date=null, t1=40.000, t2=25.000, t3=55.000, total=120.000]
Counter[flat='131', number='21968035', date=null, t1=39.038, t2=38.009, t3=44.042, total=121.089]
Counter[flat='110', number='21949389', date=null, t1=47.884, t2=23.177, t3=57.662, total=128.723]
Counter[flat='76', number='21968202', date=null, t1=44.908, t2=24.476, t3=61.263, total=130.647]
Counter[flat='90', number='21968383', date=null, t1=48.295, t2=23.595, t3=59.038, total=130.928]
Counter[flat='23', number='21967854', date=null, t1=53.629, t2=16.516, t3=61.309, total=131.454]
Counter[flat='101', number='21967802', date=null, t1=59.243, t2=18.804, t3=55.619, total=133.666]
Counter[flat='2', number='21949330', date=null, t1=44.316, t2=39.290, t3=54.189, total=137.795]
Counter[flat='92', number='21967967', date=null, t1=36.985, t2=39.564, t3=62.326, total=138.875]
Counter[flat='26', number='21666497', date=null, t1=63.916, t2=21.023, t3=55.015, total=139.954]
Counter[flat='64', number='21968468', date=null, t1=51.291, t2=32.259, t3=56.965, total=140.515]
Counter[flat='53', number='21666929', date=null, t1=54.583, t2=23.202, t3=63.772, total=141.557]
Counter[flat='137', number='21967213', date=null, t1=41.626, t2=37.460, t3=64.683, total=143.769]
Counter[flat='47', number='21967923', date=null, t1=56.255, t2=22.828, t3=65.371, total=144.454]
Counter[flat='98', number='21967964', date=null, t1=53.216, t2=33.066, t3=58.226, total=144.508]
Counter[flat='80', number='21967506', date=null, t1=54.800, t2=38.022, t3=52.578, total=145.400]
Counter[flat='93', number='21967981', date=null, t1=49.574, t2=20.135, t3=77.684, total=147.393]
Counter[flat='129', number='21967906', date=null, t1=61.714, t2=36.105, t3=49.663, total=147.482]
Counter[flat='15', number='21666510', date=null, t1=55.580, t2=35.421, t3=57.925, total=148.926]
Counter[flat='119', number='21967973', date=null, t1=46.417, t2=47.454, t3=55.553, total=149.424]
Counter[flat='141', number='21967535', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='138', number='21967900', date=null, t1=50.000, t2=50.000, t3=50.000, total=150.000]
Counter[flat='59', number='21968016', date=null, t1=70.842, t2=24.641, t3=54.881, total=150.364]
Counter[flat='78', number='40628580', date=null, t1=126.798, t2=25.018, t3=0.000, total=151.816]
Counter[flat='94', number='21967987', date=null, t1=54.789, t2=22.968, t3=79.863, total=157.620]
Counter[flat='118', number='21971416', date=null, t1=55.208, t2=39.519, t3=63.079, total=157.806]
Counter[flat='48', number='21968079', date=null, t1=52.365, t2=32.635, t3=74.073, total=159.073]
Counter[flat='56', number='21968075', date=null, t1=47.142, t2=49.399, t3=63.395, total=159.936]
