Counter[flat='6', number='21712947', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='109', number='21949350', date=null, t1=46.649, t2=53.412, t3=60.789, total=160.850]
Counter[flat='84', number='21967477', date=null, t1=49.672, t2=36.217, t3=77.871, total=163.760]
Counter[flat='30', number='21667094', date=null, t1=55.633, t2=29.887, t3=81.130, total=166.650]
Counter[flat='34', number='21712954', date=null, t1=79.355, t2=28.072, t3=61.833, total=169.260]
Counter[flat='130', number='21967952', date=null, t1=63.976, t2=37.580, t3=67.999, total=169.555]
Counter[flat='115', number='21967511', date=null, t1=63.771, t2=40.664, t3=70.228, total=174.663]
Counter[flat='57', number='21967809', date=null, t1=52.576, t2=57.293, t3=69.781, total=179.650]
Counter[flat='22', number='21968052', date=null, t1=74.208, t2=24.268, t3=82.174, total=180.650]
Counter[flat='79', number='21967555', date=null, t1=64.022, t2=41.468, t3=76.093, total=181.583]
Counter[flat='69', number='21967567', date=null, t1=58.909, t2=19.277, t3=103.797, total=181.983]
Counter[flat='50', number='21666901', date=null, t1=46.154, t2=78.453, t3=59.788, total=184.395]
Counter[flat='140', number='21967475', date=null, t1=62.093, t2=33.925, t3=89.581, total=185.599]
Counter[flat='81', number='21967486', date=null, t1=68.558, t2=38.273, t3=81.376, total=188.207]
Counter[flat='8', number='21967610', date=null, t1=57.431, t2=47.166, t3=84.644, total=189.241]
Counter[flat='11', number='21949329', date=null, t1=48.561, t2=57.119, t3=84.106, total=189.786]
Counter[flat='28', number='21666499', date=null, t1=73.674, t2=36.771, t3=81.897, total=192.342]
Counter[flat='142', number='21968032', date=null, t1=61.463, t2=48.789, t3=84.404, total=194.656]
Counter[flat='63', number='21968441', date=null, t1=86.279, t2=24.596, t3=85.660, total=196.535]
Counter[flat='120', number='21967526', date=null, t1=55.430, t2=36.972, t3=104.767, total=197.169]
Counter[flat='117', number='21967206', date=null, t1=61.046, t2=39.491, t3=96.769, total=197.306]
Counter[flat='29', number='21667085', date=null, t1=67.521, t2=45.930, t3=84.841, total=198.292]
Counter[flat='10', number='21967590', date=null, t1=50.000, t2=50.000, t3=100.000, total=200.000]
Counter[flat='40', number='21666557', date=null, t1=135.000, t2=70.000, t3=0.000, total=205.000]
Counter[flat='33', number='21948916', date=null, t1=100.000, t2=30.000, t3=75.000, total=205.000]
Counter[flat='70', number='21967516', date=null, t1=58.394, t2=71.180, t3=77.859, total=207.433]
Counter[flat='144', number='21968041', date=null, t1=73.800, t2=38.444, t3=100.257, total=212.501]
Counter[flat='82', number='21967513', date=null, t1=74.066, t2=25.862, t3=114.073, total=214.001]
Counter[flat='104', number='21971388', date=null, t1=85.666, t2=36.363, t3=92.353, total=214.382]
Counter[flat='121', number='21971370', date=null, t1=76.649, t2=37.041, t3=102.143, total=215.833]
Counter[flat='54', number='21666917', date=null, t1=93.488, t2=37.167, t3=101.703, total=232.358]
Counter[flat='62', number='21971329', date=null, t1=72.666, t2=95.930, t3=78.616, total=247.212]
Counter[flat='67', number='21967528', date=null, t1=98.334, t2=32.047, t3=119.584, total=249.965]
Counter[flat='97', number='21967959', date=null, t1=77.152, t2=81.581, t3=98.514, total=257.247]
Counter[flat='46', number='21967731', date=null, t1=85.000, t2=75.000, t3=100.000, total=260.000]
Counter[flat='18', number='21967958', date=null, t1=100.000, t2=50.000, t3=110.000, total=260.000]
Counter[flat='4', number='21967572', date=null, t1=76.922, t2=80.511, t3=107.434, total=264.867]
Counter[flat='123', number='21949395', date=null, t1=109.450, t2=47.732, t3=108.372, total=265.554]
Counter[flat='96', number='21968073', date=null, t1=85.507, t2=52.406, t3=131.273, total=269.186]
Counter[flat='52', number='21666543', date=null, t1=78.425, t2=64.514, t3=138.866, total=281.805]
Counter[flat='112', number='21971429', date=null, t1=97.421, t2=51.372, t3=138.198, total=286.991]
Counter[flat='9', number='21948896', date=null, t1=97.283, t2=52.707, t3=139.068, total=289.058]
Counter[flat='16', number='21666895', date=null, t1=109.694, t2=53.675, t3=131.254, total=294.623]
Counter[flat='60', number='21967979', date=null, t1=91.957, t2=71.132, t3=133.786, total=296.875]
Counter[flat='114', number='21949338', date=null, t1=133.318, t2=63.539, t3=124.010, total=320.867]
Counter[flat='13', number='21967904', date=null, t1=131.222, t2=72.450, t3=124.100, total=327.772]
Counter[flat='36', number='21712963', date=null, t1=106.213, t2=83.464, t3=145.861, total=335.538]
Counter[flat='95', number='21967997', date=null, t1=124.124, t2=61.451, t3=151.118, total=336.693]
Counter[flat='61', number='21968453', date=null, t1=122.647, t2=64.161, t3=178.748, total=365.556]
Counter[flat='128', number='21968471', date=null, t1=121.126, t2=84.312, t3=185.606, total=391.044]
Counter[flat='72', number='21967501', date=null, t1=145.477, t2=85.966, t3=173.346, total=404.789]
Counter[flat='132', number='21967848', date=null, t1=118.467, t2=122.659, t3=176.292, total=417.418]
Counter[flat='113', number='21949380', date=null, t1=132.417, t2=124.315, t3=163.141, total=419.873]
Counter[flat='55', number='21967879', date=null, t1=120.939, t2=114.254, t3=188.757, total=423.950]
Counter[flat='77', number='21968450', date=null, t1=123.682, t2=135.934, t3=176.648, total=436.264]
Counter[flat='126', number='21949403', date=null, t1=147.915, t2=108.707, t3=186.325, total=442.947]
Counter[flat='49', number='21666570', date=null, t1=173.269, t2=99.611, t3=219.704, total=492.584]
Counter[flat='7', number='21712970', date=null, t1=180.537, t2=126.641, t3=254.060, total=561.238]
Counter[flat='74', number='21968454', date=null, t1=173.235, t2=193.089, t3=251.360, total=617.684]
Counter[flat='39', number='21666569', date=null, t1=208.124, t2=33.327, t3=507.654, total=749.105]
Counter[flat='1', number='21666896', date=null, t1=249.576, t2=193.141, t3=399.072, total=841.789]
Counter[flat='85', number='21967450', date=null, t1=267.180, t2=234.223, t3=356.028, total=857.431]
Counter[flat='31', number='21712977', date=null, t1=256.018, t2=261.670, t3=344.232, total=861.920]
Counter[flat='25', number='21667083', date=null, t1=307.766, t2=305.797, t3=317.552, total=931.115]
Counter[flat='127', number='21967896', date=null, t1=364.244, t2=355.047, t3=450.317, total=1169.608]
Counter[flat='37', number='21666539', date=null, t1=473.790, t2=535.595, t3=612.167, total=1621.552]
